data,cidade,confirmado,suspeitos,obitos
2020-04-11, MISSAO VELHA , 0 , 4 , 0 
2020-04-11, MOMBACA , 2 , 6 , 0 
2020-04-11, MUCAMBO , 0 , 32 , 0 
2020-04-11, PARAMBU , 0 , 5 , 0 
2020-04-11, ACOPIARA , 0 , 12 , 0 
2020-04-11, POTIRETAMA , 0 , 1 , 0 
2020-04-11, CARIRIACU , 0 , 6 , 0 
2020-04-11, ARATUBA , 0 , 3 , 0 
2020-04-11, TRAIRI , 0 , 8 , 0 
2020-04-11, MARACANAU , 21 , 131 , 1 
2020-04-11, VARJOTA , 0 , 4 , 0 
2020-04-11, LAVRAS DA MANGABEIRA , 1 , 7 , 0 
2020-04-11, AMONTADA , 1 , 15 , 0 
2020-04-11, CASCAVEL , 1 , 37 , 0 
2020-04-11, PINDORETAMA , 1 , 32 , 0 
2020-04-11, GRANJA , 0 , 11 , 0 
2020-04-11, SENADOR SA , 1 , 2 , 0 
2020-04-11, IPUEIRAS , 2 , 12 , 0 
2020-04-11, JAGUARIBARA , 0 , 5 , 0 
2020-04-11, BOA VIAGEM , 0 , 13 , 0 
2020-04-11, PACUJA , 0 , 6 , 0 
2020-04-11, ARARENDA , 0 , 5 , 0 
2020-04-11, PACATUBA , 2 , 36 , 0 
2020-04-11, JAGUARETAMA , 0 , 4 , 0 
2020-04-11, MILAGRES , 0 , 5 , 0 
2020-04-11, CROATA , 1 , 2 , 0 
2020-04-11, PENAFORTE , 0 , 2 , 0 
2020-04-11, MASSAPE , 0 , 46 , 0 
2020-04-11, QUITERIANOPOLIS , 0 , 9 , 0 
2020-04-11, ITAPIUNA , 0 , 5 , 0 
2020-04-11, FRECHEIRINHA , 0 , 7 , 0 
2020-04-11, VARZEA ALEGRE , 1 , 8 , 0 
2020-04-11, IPU , 0 , 4 , 0 
2020-04-11, JIJOCA DE JERICOACOARA , 0 , 10 , 0 
2020-04-11, ARARIPE , 0 , 2 , 0 
2020-04-11, APUIARES , 0 , 4 , 0 
2020-04-11, ARNEIROZ , 0 , 5 , 0 
2020-04-11, BELA CRUZ , 0 , 5 , 0 
2020-04-11, EUSEBIO , 4 , 101 , 2 
2020-04-11, JARDIM , 0 , 4 , 0 
2020-04-11, AQUIRAZ , 29 , 69 , 0 
2020-04-11, CHORÓ , 0 , 1 , 0 
2020-04-11, SAO GONCALO DO AMARANTE , 0 , 18 , 0 
2020-04-11, ITATIRA , 0 , 8 , 0 
2020-04-11, PARAIPABA , 0 , 6 , 0 
2020-04-11, INDEPENDENCIA , 2 , 3 , 0 
2020-04-11, ARACOIABA , 0 , 25 , 0 
2020-04-11, MAURITI , 1 , 6 , 0 
2020-04-11, BARBALHA , 0 , 39 , 0 
2020-04-11, OCARA , 0 , 9 , 0 
2020-04-11, SOBRAL , 14 , 394 , 0 
2020-04-11, QUIXERE , 2 , 15 , 0 
2020-04-11, PACOTI , 0 , 9 , 0 
2020-04-11, JAGUARUANA , 0 , 17 , 0 
2020-04-11, BEBERIBE , 1 , 25 , 0 
2020-04-11, UBAJARA , 0 , 5 , 0 
2020-04-11, MONSENHOR TABOSA , 0 , 2 , 0 
2020-04-11, NOVA OLINDA , 0 , 4 , 0 
2020-04-11, ALTO SANTO , 0 , 2 , 0 
2020-04-11, ITAPIPOCA , 1 , 49 , 0 
2020-04-11, PARAMOTI , 0 , 7 , 0 
2020-04-11, LIMOEIRO DO NORTE , 3 , 16 , 1 
2020-04-11, REDENCAO , 0 , 14 , 0 
2020-04-11, CATUNDA , 0 , 1 , 0 
2020-04-11, BARROQUINHA , 1 , 7 , 0 
2020-04-11, NOVO ORIENTE , 2 , 4 , 0 
2020-04-11, SOLONOPOLE , 0 , 2 , 0 
2020-04-11, HIDROLANDIA , 0 , 5 , 0 
2020-04-11, HORIZONTE , 7 , 55 , 1 
2020-04-11, BARREIRA , 0 , 9 , 0 
2020-04-11, FORTIM , 1 , 3 , 0 
2020-04-11, SANTANA DO ACARAU , 1 , 31 , 0 
2020-04-11, GUARAMIRANGA , 0 , 4 , 0 
2020-04-11, CHOROZINHO , 0 , 6 , 0 
2020-04-11, SANTANA DO CARIRI , 0 , 1 , 0 
2020-04-11, BANABUIU , 0 , 6 , 0 
2020-04-11, FORQUILHA , 1 , 16 , 0 
2020-04-11, PARACURU , 0 , 3 , 0 
2020-04-11, ICO , 3 , 17 , 0 
2020-04-11, MARTINOPOLE , 0 , 3 , 0 
2020-04-11, UMIRIM , 0 , 2 , 0 
2020-04-11, PACAJUS , 0 , 53 , 0 
2020-04-11, ALCANTARAS , 0 , 10 , 0 
2020-04-11, IGUATU , 7 , 33 , 3 
2020-04-11, PENTECOSTE , 0 , 8 , 0 
2020-04-11, AURORA , 0 , 5 , 0 
2020-04-11, VICOSA DO CEARA , 0 , 11 , 0 
2020-04-11, ASSARE , 0 , 3 , 0 
2020-04-11, TAUA , 0 , 58 , 0 
2020-04-11, PEREIRO , 0 , 4 , 0 
2020-04-11, BREJO SANTO , 0 , 11 , 0 
2020-04-11, JUCAS , 0 , 5 , 0 
2020-04-11, GRACA , 0 , 2 , 0 
2020-04-11, CATARINA , 1 , 3 , 0 
2020-04-11, CRATO , 1 , 53 , 0 
2020-04-11, MADALENA , 0 , 10 , 0 
2020-04-11, IBARETAMA , 0 , 7 , 0 
2020-04-11, CARIRE , 0 , 8 , 0 
2020-04-11, QUIXELO , 0 , 7 , 0 
2020-04-11, RERIUTABA , 0 , 3 , 0 
2020-04-11, FORTALEZA , 1457 , 6226 , 58 
2020-04-11, NOVA RUSSAS , 0 , 3 , 0 
2020-04-11, PORANGA , 0 , 3 , 0 
2020-04-11, BAIXIO , 0 , 2 , 0 
2020-04-11, OROS , 0 , 1 , 0 
2020-04-11, CAMPOS SALES , 0 , 6 , 0 
2020-04-11, MERUOCA , 0 , 11 , 0 
2020-04-11, IPAPORANGA , 1 , 6 , 0 
2020-04-11, MORAUJO , 0 , 9 , 0 
2020-04-11, ARACATI , 2 , 51 , 1 
2020-04-11, SAO JOAO DO JAGUARIBE , 0 , 2 , 0 
2020-04-11, PALHANO , 0 , 1 , 0 
2020-04-11, GUAIÚBA , 0 , 6 , 0 
2020-04-11, SAO BENEDITO , 0 , 7 , 0 
2020-04-11, URUBURETAMA , 0 , 7 , 0 
2020-04-11, IBIAPINA , 0 , 8 , 0 
2020-04-11, BATURITÉ , 0 , 12 , 0 
2020-04-11, AIUABA , 0 , 1 , 0 
2020-04-11, TURURU , 0 , 6 , 0 
