id,cidade,id_estado,sigla,estado,latitude,longitude,gps,populacao
2304251,CRUZ,23,CE,CEARA,-2.9181280,-40.1759810,"-2.918128,-40.175981",24827
2304269,DEPUTADO IRAPUAN PINHEIRO,23,CE,CEARA,-5.9173532,-39.2672104,"-5.9173532,-39.2672104",9625
2304277,ERERE,23,CE,CEARA,-6.0311304,-38.3482173,"-6.0311304,-38.3482173",7198
2304285,EUSEBIO,23,CE,CEARA,-3.8889838,-38.4546585,"-3.8889838,-38.4546585",53618
2304301,FARIAS BRITO,23,CE,CEARA,-6.9272823,-39.5714222,"-6.9272823,-39.5714222",19450
2304350,FORQUILHA,23,CE,CEARA,-3.7994470,-40.2634050,"-3.799447,-40.263405",24218
2304400,FORTALEZA,23,CE,CEARA,-3.7304512,-38.5217989,"-3.7304512,-38.5217989",2669342
2304459,FORTIM,23,CE,CEARA,-4.4512560,-37.7980560,"-4.451256,-37.798056",16480
2304509,FRECHEIRINHA,23,CE,CEARA,-3.7555720,-40.8180190,"-3.755572,-40.818019",14072
2304608,GENERAL SAMPAIO,23,CE,CEARA,-4.0503563,-39.4484058,"-4.0503563,-39.4484058",7618
2304657,GRACA,23,CE,CEARA,-4.0453849,-40.7527195,"-4.0453849,-40.7527195",14399
2304707,GRANJA,23,CE,CEARA,-3.1212057,-40.8284124,"-3.1212057,-40.8284124",54748
2304806,GRANJEIRO,23,CE,CEARA,-6.8889524,-39.2179315,"-6.8889524,-39.2179315",4844
2304905,GROAIRAS,23,CE,CEARA,-3.9157768,-40.3855093,"-3.9157768,-40.3855093",11068
2304954,GUAIUBA,23,CE,CEARA,-4.0412656,-38.6369079,"-4.0412656,-38.6369079",26064
2305001,GUARACIABA DO NORTE,23,CE,CEARA,-4.1632924,-40.7495985,"-4.1632924,-40.7495985",40642
2305100,GUARAMIRANGA,23,CE,CEARA,-4.2615431,-38.9339337,"-4.2615431,-38.9339337",5193
2305209,HIDROLANDIA,23,CE,CEARA,-4.4084745,-40.4065472,"-4.4084745,-40.4065472",19978
2305233,HORIZONTE,23,CE,CEARA,-4.0964618,-38.4965574,"-4.0964618,-38.4965574",67337
2305266,IBARETAMA,23,CE,CEARA,-4.8194345,-38.8208476,"-4.8194345,-38.8208476",13353
2305308,IBIAPINA,23,CE,CEARA,-3.9228792,-40.8890296,"-3.9228792,-40.8890296",24997
2305332,IBICUITINGA,23,CE,CEARA,-4.9751759,-38.6368754,"-4.9751759,-38.6368754",12525
2305357,ICAPUI,23,CE,CEARA,-4.7158474,-37.3535365,"-4.7158474,-37.3535365",19934
2305407,ICO,23,CE,CEARA,-6.4003992,-38.8575946,"-6.4003992,-38.8575946",68018
2305506,IGUATU,23,CE,CEARA,-6.3619340,-39.2972233,"-6.361934,-39.2972233",102498
2305605,INDEPENDENCIA,23,CE,CEARA,-5.3958538,-40.3108896,"-5.3958538,-40.3108896",26178
2305654,IPAPORANGA,23,CE,CEARA,-4.9032270,-40.7600790,"-4.903227,-40.760079",11593
2305704,IPAUMIRIM,23,CE,CEARA,-6.7883197,-38.7172034,"-6.7883197,-38.7172034",12463
2305803,IPU,23,CE,CEARA,-4.3239824,-40.7097463,"-4.3239824,-40.7097463",41964
2305902,IPUEIRAS,23,CE,CEARA,-4.5427141,-40.7168461,"-4.5427141,-40.7168461",38166
2306009,IRACEMA,23,CE,CEARA,-5.8106219,-38.3028294,"-5.8106219,-38.3028294",14297
2306108,IRAUCUBA,23,CE,CEARA,-3.7466828,-39.7840904,"-3.7466828,-39.7840904",24156
2306207,ITAICABA,23,CE,CEARA,-4.6805400,-37.8239968,"-4.68054,-37.8239968",7827
2306256,ITAITINGA,23,CE,CEARA,-3.9657680,-38.5297630,"-3.965768,-38.529763",37980
2306306,ITAPAJE,23,CE,CEARA,-3.6841324,-39.5851265,"-3.6841324,-39.5851265",52675
2306405,ITAPIPOCA,23,CE,CEARA,-3.4993290,-39.5835710,"-3.499329,-39.583571",129358
2306504,ITAPIUNA,23,CE,CEARA,-4.5654191,-38.9211537,"-4.5654191,-38.9211537",20382
2306553,ITAREMA,23,CE,CEARA,-2.9224558,-39.9129042,"-2.9224558,-39.9129042",41826
2306603,ITATIRA,23,CE,CEARA,-4.5305423,-39.6210540,"-4.5305423,-39.621054",21647
2306702,JAGUARETAMA,23,CE,CEARA,-5.6092417,-38.7630077,"-5.6092417,-38.7630077",18162
2306801,JAGUARIBARA,23,CE,CEARA,-5.4544940,-38.4679295,"-5.454494,-38.4679295",11401
2306900,JAGUARIBE,23,CE,CEARA,-5.8854585,-38.6212957,"-5.8854585,-38.6212957",34682
2307007,JAGUARUANA,23,CE,CEARA,-4.8315080,-37.7809970,"-4.831508,-37.780997",33705
2307106,JARDIM,23,CE,CEARA,-7.5838966,-39.2797130,"-7.5838966,-39.279713",27174
2307205,JATI,23,CE,CEARA,-7.6894344,-39.0060740,"-7.6894344,-39.006074",8111
2307254,JIJOCA DE JERICOACOARA,23,CE,CEARA,-2.8986278,-40.4506081,"-2.8986278,-40.4506081",19816
2307304,JUAZEIRO DO NORTE,23,CE,CEARA,-7.2153453,-39.3153336,"-7.2153453,-39.3153336",274207
2307403,JUCAS,23,CE,CEARA,-6.5224934,-39.5247183,"-6.5224934,-39.5247183",24833
2307502,LAVRAS DA MANGABEIRA,23,CE,CEARA,-6.7519554,-38.9634019,"-6.7519554,-38.9634019",31508
2307601,LIMOEIRO DO NORTE,23,CE,CEARA,-5.1455607,-38.0984936,"-5.1455607,-38.0984936",59540
2307635,MADALENA,23,CE,CEARA,-4.8542961,-39.5766436,"-4.8542961,-39.5766436",19691
2307650,MARACANAU,23,CE,CEARA,-3.8779438,-38.6247697,"-3.8779438,-38.6247697",227886
2307700,MARANGUAPE,23,CE,CEARA,-3.8922967,-38.6835427,"-3.8922967,-38.6835427",128978
2307809,MARCO,23,CE,CEARA,-3.1221945,-40.1514585,"-3.1221945,-40.1514585",27361
2307908,MARTINOPOLE,23,CE,CEARA,-3.2235114,-40.6958832,"-3.2235114,-40.6958832",11233
2308005,MASSAPE,23,CE,CEARA,-6.1019627,-38.8731660,"-6.1019627,-38.873166",38737
2308104,MAURITI,23,CE,CEARA,-7.3870095,-38.7737751,"-7.3870095,-38.7737751",47962
2308203,MERUOCA,23,CE,CEARA,-3.5390209,-40.4546107,"-3.5390209,-40.4546107",15057
2308302,MILAGRES,23,CE,CEARA,-7.3106846,-38.9447146,"-7.3106846,-38.9447146",27512
2308351,MILHA,23,CE,CEARA,-5.6834601,-39.1970885,"-5.6834601,-39.1970885",13155
2308377,MIRAIMA,23,CE,CEARA,-3.5686740,-39.9662670,"-3.568674,-39.966267",13818
2308401,MISSAO VELHA,23,CE,CEARA,-7.2484910,-39.1434843,"-7.248491,-39.1434843",36442
2308500,MOMBACA,23,CE,CEARA,-5.7450899,-39.6293519,"-5.7450899,-39.6293519",43797
2308609,MONSENHOR TABOSA,23,CE,CEARA,-4.7879512,-40.0639490,"-4.7879512,-40.063949",17234
2308708,MORADA NOVA,23,CE,CEARA,-5.1076699,-38.3727852,"-5.1076699,-38.3727852",61890
2308807,MORAUJO,23,CE,CEARA,-3.4657654,-40.6791460,"-3.4657654,-40.679146",8724
2308906,MORRINHOS,23,CE,CEARA,-3.2275749,-40.1280783,"-3.2275749,-40.1280783",22534
2309003,MUCAMBO,23,CE,CEARA,-3.9043285,-40.7454425,"-3.9043285,-40.7454425",14537
2309102,MULUNGU,23,CE,CEARA,-4.3052327,-38.9957787,"-4.3052327,-38.9957787",10823
2309201,NOVA OLINDA,23,CE,CEARA,-7.0934174,-39.6789815,"-7.0934174,-39.6789815",15565
2309300,NOVA RUSSAS,23,CE,CEARA,-4.7051681,-40.5655190,"-4.7051681,-40.565519",32328
2309409,NOVO ORIENTE,23,CE,CEARA,-5.5350339,-40.7748902,"-5.5350339,-40.7748902",28607
2309458,OCARA,23,CE,CEARA,-4.4910653,-38.5964829,"-4.4910653,-38.5964829",25703
2309508,OROS,23,CE,CEARA,-6.2427541,-38.9141151,"-6.2427541,-38.9141151",21427
2309607,PACAJUS,23,CE,CEARA,-4.1710730,-38.4649880,"-4.171073,-38.464988",72203
2309706,PACATUBA,23,CE,CEARA,-3.9841000,-38.6180383,"-3.9841,-38.6180383",83432
2309805,PACOTI,23,CE,CEARA,-4.2253561,-38.9208352,"-4.2253561,-38.9208352",12261
2309904,PACUJA,23,CE,CEARA,-3.9802066,-40.6986251,"-3.9802066,-40.6986251",6533
2310001,PALHANO,23,CE,CEARA,-4.7449408,-37.9608401,"-4.7449408,-37.9608401",9386
2310100,PALMACIA,23,CE,CEARA,-4.1478012,-38.8460317,"-4.1478012,-38.8460317",13322
2310209,PARACURU,23,CE,CEARA,-3.4143600,-39.0300280,"-3.41436,-39.030028",35076
2310258,PARAIPABA,23,CE,CEARA,-3.4379870,-39.1478680,"-3.437987,-39.147868",32744
2310308,PARAMBU,23,CE,CEARA,-6.2123856,-40.6954982,"-6.2123856,-40.6954982",31521
2310407,PARAMOTI,23,CE,CEARA,-4.0964461,-39.2390411,"-4.0964461,-39.2390411",12226
2310506,PEDRA BRANCA,23,CE,CEARA,-5.4556740,-39.7166286,"-5.455674,-39.7166286",43258
2310605,PENAFORTE,23,CE,CEARA,-7.8288372,-39.0751908,"-7.8288372,-39.0751908",9077
2310704,PENTECOSTE,23,CE,CEARA,-3.7952282,-39.2713219,"-3.7952282,-39.2713219",37751
2310803,PEREIRO,23,CE,CEARA,-6.0462690,-38.4604192,"-6.046269,-38.4604192",16307
2310852,PINDORETAMA,23,CE,CEARA,-4.0265183,-38.3066829,"-4.0265183,-38.3066829",20567
2310902,PIQUET CARNEIRO,23,CE,CEARA,-5.8002510,-39.4170170,"-5.800251,-39.417017",16959
2310951,PIRES FERREIRA,23,CE,CEARA,-4.2449329,-40.6446621,"-4.2449329,-40.6446621",10951
2311009,PORANGA,23,CE,CEARA,-4.7446727,-40.9249168,"-4.7446727,-40.9249168",12336
2311108,PORTEIRAS,23,CE,CEARA,-7.5341572,-39.1153149,"-7.5341572,-39.1153149",14996
2311207,POTENGI,23,CE,CEARA,-7.0915205,-40.0268241,"-7.0915205,-40.0268241",11045
2311231,POTIRETAMA,23,CE,CEARA,-5.7226924,-38.1541070,"-5.7226924,-38.154107",6419
2311264,QUITERIANOPOLIS,23,CE,CEARA,-5.8458117,-40.7021812,"-5.8458117,-40.7021812",21084
2311306,QUIXADA,23,CE,CEARA,-4.9706021,-39.0158403,"-4.9706021,-39.0158403",87728
2311355,QUIXELO,23,CE,CEARA,-6.2511238,-39.1995458,"-6.2511238,-39.1995458",16178
2311405,QUIXERAMOBIM,23,CE,CEARA,-5.1983553,-39.2955573,"-5.1983553,-39.2955573",81082
2311504,QUIXERE,23,CE,CEARA,-5.0742841,-37.9892825,"-5.0742841,-37.9892825",22149
2311603,REDENCAO,23,CE,CEARA,-4.2243979,-38.7278461,"-4.2243979,-38.7278461",29053
2311702,RERIUTABA,23,CE,CEARA,-4.1418352,-40.5824356,"-4.1418352,-40.5824356",18491
2311801,RUSSAS,23,CE,CEARA,-4.9354279,-37.9783838,"-4.9354279,-37.9783838",78194
2311900,SABOEIRO,23,CE,CEARA,-6.5395640,-39.9047802,"-6.539564,-39.9047802",15819
2311959,SALITRE,23,CE,CEARA,-7.2854450,-40.4573060,"-7.285445,-40.457306",16554
2312007,SANTANA DO ACARAU,23,CE,CEARA,-3.4596492,-40.2090987,"-3.4596492,-40.2090987",32452
2312106,SANTANA DO CARIRI,23,CE,CEARA,-7.1861693,-39.7374262,"-7.1861693,-39.7374262",17700
2312205,SANTA QUITERIA,23,CE,CEARA,-4.3336553,-40.1544913,"-4.3336553,-40.1544913",43703
2312304,SAO BENEDITO,23,CE,CEARA,-4.0479952,-40.8643488,"-4.0479952,-40.8643488",47903
2312403,SAO GONCALO DO AMARANTE,23,CE,CEARA,-3.6099755,-38.9687182,"-3.6099755,-38.9687182",48422
2312502,SAO JOAO DO JAGUARIBE,23,CE,CEARA,-5.2719441,-38.2719930,"-5.2719441,-38.271993",7645
2312601,SAO LUIS DO CURU,23,CE,CEARA,-3.6721635,-39.2411444,"-3.6721635,-39.2411444",13000
2312700,SENADOR POMPEU,23,CE,CEARA,-5.5874386,-39.3730901,"-5.5874386,-39.3730901",25496
2312809,SENADOR SA,23,CE,CEARA,-3.3528000,-40.4644057,"-3.3528,-40.4644057",7623
2312908,SOBRAL,23,CE,CEARA,-3.6879135,-40.3456372,"-3.6879135,-40.3456372",208935
2313005,SOLONOPOLE,23,CE,CEARA,-5.7329092,-39.0098669,"-5.7329092,-39.0098669",18324
2313104,TABULEIRO DO NORTE,23,CE,CEARA,-5.2440865,-38.1284605,"-5.2440865,-38.1284605",30697
2313203,TAMBORIL,23,CE,CEARA,-4.8330075,-40.3210323,"-4.8330075,-40.3210323",26251
2313252,TARRAFAS,23,CE,CEARA,-6.6819901,-39.7575709,"-6.6819901,-39.7575709",8592
2313302,TAUA,23,CE,CEARA,-6.0031372,-40.2947268,"-6.0031372,-40.2947268",58859
2313351,TEJUCUOCA,23,CE,CEARA,-3.9884273,-39.5797395,"-3.9884273,-39.5797395",19187
2313401,TIANGUA,23,CE,CEARA,-3.7307332,-41.0004019,"-3.7307332,-41.0004019",75946
2313500,TRAIRI,23,CE,CEARA,-3.2741504,-39.2649188,"-3.2741504,-39.2649188",55918
2313559,TURURU,23,CE,CEARA,-3.5985489,-39.4358101,"-3.5985489,-39.4358101",16271
2313609,UBAJARA,23,CE,CEARA,-3.8534468,-40.9185642,"-3.8534468,-40.9185642",34792
2313708,UMARI,23,CE,CEARA,-6.6465102,-38.6995155,"-6.6465102,-38.6995155",7733
2313757,UMIRIM,23,CE,CEARA,-3.6777738,-39.3487250,"-3.6777738,-39.348725",19825
2313807,URUBURETAMA,23,CE,CEARA,-3.6235302,-39.5050697,"-3.6235302,-39.5050697",21850
2313906,URUOCA,23,CE,CEARA,-3.3147591,-40.5589570,"-3.3147591,-40.558957",13840
2313955,VARJOTA,23,CE,CEARA,-4.1958345,-40.4735305,"-4.1958345,-40.4735305",18420
2314003,VARZEA ALEGRE,23,CE,CEARA,-6.7936089,-39.2989333,"-6.7936089,-39.2989333",40721
2314102,VICOSA DO CEARA,23,CE,CEARA,-3.5667684,-41.0915040,"-3.5667684,-41.091504",60889
