data,id_ibge,cidade,gps,latitude,longitude,confirmado,suspeitos,obitos,populacao
2020-04-02,2313906,URUOCA,"-3.3147591,-40.558957",-3.3147591,-40.558957,1,8,0,13840
2020-04-02,2303808,CEDRO,"-6.6065382,-39.0599487",-6.6065382,-39.0599487,0,8,0,25557
2020-04-06,2309003,MUCAMBO,"-3.9043285,-40.7454425",-3.9043285,-40.7454425,0,29,0,14537
2020-04-06,2301901,BARBALHA,"-7.3121067,-39.3036427",-7.3121067,-39.3036427,4,26,0,59732
2020-04-06,2301109,ARACATI,"-4.558259,-37.767894",-4.558259,-37.767894,10,19,1,74547
2020-04-06,2308203,MERUOCA,"-3.5390209,-40.4546107",-3.5390209,-40.4546107,1,18,0,15057
2020-04-06,2303501,CASCAVEL,"-4.129666,-38.241178",-4.129666,-38.241178,12,16,0,71743
2020-04-06,2307601,LIMOEIRO DO NORTE,"-5.1455607,-38.0984936",-5.1455607,-38.0984936,9,16,0,59540
2020-03-31,2309458,OCARA,"-4.4910653,-38.5964829",-4.4910653,-38.5964829,0,7,0,25703
2020-03-31,2310258,PARAIPABA,"-3.437987,-39.147868",-3.437987,-39.147868,0,7,0,32744
2020-03-31,2313500,TRAIRI,"-3.2741504,-39.2649188",-3.2741504,-39.2649188,0,7,0,55918
2020-03-31,2305266,IBARETAMA,"-4.8194345,-38.8208476",-4.8194345,-38.8208476,1,6,0,13353
2020-03-31,2307254,JIJOCA DE JERICOACOARA,"-2.8986278,-40.4506081",-2.8986278,-40.4506081,0,6,0,19816
2020-03-31,2313351,TEJUCUOCA,"-3.9884273,-39.5797395",-3.9884273,-39.5797395,0,6,0,19187
2020-04-01,2307254,JIJOCA DE JERICOACOARA,"-2.8986278,-40.4506081",-2.8986278,-40.4506081,0,6,0,19816
2020-04-01,2313351,TEJUCUOCA,"-3.9884273,-39.5797395",-3.9884273,-39.5797395,0,6,0,19187
2020-04-01,2311405,QUIXERAMOBIM,"-5.1983553,-39.2955573",-5.1983553,-39.2955573,8,5,0,81082
2020-04-01,2313807,URUBURETAMA,"-3.6235302,-39.5050697",-3.6235302,-39.5050697,1,5,0,21850
2020-04-01,2302305,BELA CRUZ,"-3.0529129,-40.167582",-3.0529129,-40.167582,0,5,0,32591
2020-03-30,2301208,ARACOIABA,"-4.3702577,-38.8084313",-4.3702577,-38.8084313,0,4,0,26469
2020-03-30,2304004,COREAU,"-3.5519794,-40.6528409",-3.5519794,-40.6528409,0,4,0,23136
2020-03-30,2304954,GUAIUBA,"-4.0412656,-38.6369079",-4.0412656,-38.6369079,0,4,0,26064
2020-03-30,2307635,MADALENA,"-4.8542961,-39.5766436",-4.8542961,-39.5766436,0,4,0,19691
2020-03-30,2310407,PARAMOTI,"-4.0964461,-39.2390411",-4.0964461,-39.2390411,0,4,0,12226
2020-04-03,2304103,CRATEUS,"-5.1782451,-40.6696545",-5.1782451,-40.6696545,11,32,0,75074
2020-04-03,2309706,PACATUBA,"-3.9841,-38.6180383",-3.9841,-38.6180383,11,32,0,83432
2020-04-03,2313302,TAUA,"-6.0031372,-40.2947268",-6.0031372,-40.2947268,6,32,0,58859
2020-04-03,2302206,BEBERIBE,"-4.1810469,-38.1298101",-4.1810469,-38.1298101,9,31,0,53573
2020-04-03,2306256,ITAITINGA,"-3.965768,-38.529763",-3.965768,-38.529763,18,31,0,37980
2020-04-02,2306108,IRAUCUBA,"-3.7466828,-39.7840904",-3.7466828,-39.7840904,0,8,0,24156
2020-04-02,2300309,ACOPIARA,"-6.0936464,-39.4543204",-6.0936464,-39.4543204,3,7,1,54270
2020-04-02,2303006,CARIDADE,"-4.2316487,-39.1946515",-4.2316487,-39.1946515,2,7,0,22547
2020-04-02,2313500,TRAIRI,"-3.2741504,-39.2649188",-3.2741504,-39.2649188,1,7,0,55918
2020-04-02,2304004,COREAU,"-3.5519794,-40.6528409",-3.5519794,-40.6528409,0,7,0,23136
2020-04-06,2305506,IGUATU,"-6.361934,-39.2972233",-6.361934,-39.2972233,20,15,1,102498
2020-04-06,2308708,MORADA NOVA,"-5.1076699,-38.3727852",-5.1076699,-38.3727852,4,15,0,61890
2020-04-06,2311306,QUIXADA,"-4.9706021,-39.0158403",-4.9706021,-39.0158403,29,14,0,87728
2020-04-06,2300200,ACARAU,"-2.8869514,-40.1194713",-2.8869514,-40.1194713,8,12,0,62641
2020-04-06,2312205,SANTA QUITERIA,"-4.3336553,-40.1544913",-4.3336553,-40.1544913,4,12,1,43703
2020-04-06,2304350,FORQUILHA,"-3.799447,-40.263405",-3.799447,-40.263405,1,11,0,24218
2020-03-31,2300507,ALCANTARAS,"-3.586247,-40.5457641",-3.586247,-40.5457641,5,5,0,11714
2020-03-31,2303006,CARIDADE,"-4.2316487,-39.1946515",-4.2316487,-39.1946515,1,5,0,22547
2020-03-31,2311405,QUIXERAMOBIM,"-5.1983553,-39.2955573",-5.1983553,-39.2955573,8,5,0,81082
2020-03-31,2313807,URUBURETAMA,"-3.6235302,-39.5050697",-3.6235302,-39.5050697,1,5,0,21850
2020-03-31,2302305,BELA CRUZ,"-3.0529129,-40.167582",-3.0529129,-40.167582,0,5,0,32591
2020-04-01,2303105,CARIRE,"-3.948584,-40.476028",-3.948584,-40.476028,0,5,0,18448
2020-04-01,2310407,PARAMOTI,"-4.0964461,-39.2390411",-4.0964461,-39.2390411,0,5,0,12226
2020-04-01,2302107,BATURITE,"-4.3290203,-38.8821055",-4.3290203,-38.8821055,2,4,0,35750
2020-04-01,2305407,ICO,"-6.4003992,-38.8575946",-6.4003992,-38.8575946,3,4,0,68018
2020-04-01,2306900,JAGUARIBE,"-5.8854585,-38.6212957",-5.8854585,-38.6212957,7,4,1,34682
2020-03-30,2302107,BATURITE,"-4.3290203,-38.8821055",-4.3290203,-38.8821055,1,3,0,35750
2020-03-30,2303600,CATARINA,"-6.1341578,-39.8795321",-6.1341578,-39.8795321,1,3,0,20698
2020-03-30,2305357,ICAPUI,"-4.7158474,-37.3535365",-4.7158474,-37.3535365,2,3,0,19934
2020-03-30,2306900,JAGUARIBE,"-5.8854585,-38.6212957",-5.8854585,-38.6212957,7,3,1,34682
2020-03-30,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,3,0,27174
2020-03-30,2310506,PEDRA BRANCA,"-5.455674,-39.7166286",-5.455674,-39.7166286,3,3,0,43258
2020-04-03,2307304,JUAZEIRO DO NORTE,"-7.2153453,-39.3153336",-7.2153453,-39.3153336,6,31,0,274207
2020-04-03,2307700,MARANGUAPE,"-3.8922967,-38.6835427",-3.8922967,-38.6835427,12,31,1,128978
2020-04-03,2312007,SANTANA DO ACARAU,"-3.4596492,-40.2090987",-3.4596492,-40.2090987,2,28,0,32452
2020-04-03,2309003,MUCAMBO,"-3.9043285,-40.7454425",-3.9043285,-40.7454425,0,28,0,14537
2020-04-03,2304202,CRATO,"-7.2369112,-39.4149236",-7.2369112,-39.4149236,2,27,0,132123
2020-04-02,2309458,OCARA,"-4.4910653,-38.5964829",-4.4910653,-38.5964829,0,7,0,25703
2020-04-02,2310258,PARAIPABA,"-3.437987,-39.147868",-3.437987,-39.147868,0,7,0,32744
2020-04-02,2300507,ALCANTARAS,"-3.586247,-40.5457641",-3.586247,-40.5457641,6,6,0,11714
2020-04-02,2305266,IBARETAMA,"-4.8194345,-38.8208476",-4.8194345,-38.8208476,1,6,0,13353
2020-04-02,2311355,QUIXELO,"-6.2511238,-39.1995458",-6.2511238,-39.1995458,1,6,0,16178
2020-04-06,2309458,OCARA,"-4.4910653,-38.5964829",-4.4910653,-38.5964829,1,11,0,25703
2020-04-06,2310852,PINDORETAMA,"-4.0265183,-38.3066829",-4.0265183,-38.3066829,4,11,0,20567
2020-04-06,2311801,RUSSAS,"-4.9354279,-37.9783838",-4.9354279,-37.9783838,13,11,0,78194
2020-04-06,2305266,IBARETAMA,"-4.8194345,-38.8208476",-4.8194345,-38.8208476,2,10,0,13353
2020-04-06,2301950,BARREIRA,"-4.2883361,-38.641094",-4.2883361,-38.641094,1,9,0,22425
2020-03-31,2303105,CARIRE,"-3.948584,-40.476028",-3.948584,-40.476028,0,5,0,18448
2020-03-31,2304004,COREAU,"-3.5519794,-40.6528409",-3.5519794,-40.6528409,0,5,0,23136
2020-03-31,2310407,PARAMOTI,"-4.0964461,-39.2390411",-4.0964461,-39.2390411,0,5,0,12226
2020-03-31,2311355,QUIXELO,"-6.2511238,-39.1995458",-6.2511238,-39.1995458,0,5,0,16178
2020-03-31,2305407,ICO,"-6.4003992,-38.8575946",-6.4003992,-38.8575946,3,4,0,68018
2020-03-31,2306900,JAGUARIBE,"-5.8854585,-38.6212957",-5.8854585,-38.6212957,7,4,1,34682
2020-04-04,2304400,FORTALEZA,"-3.7304512,-38.5217989",-3.7304512,-38.5217989,2698,4659,36,2669342
2020-04-01,2308500,MOMBACA,"-5.7450899,-39.6293519",-5.7450899,-39.6293519,2,4,0,43797
2020-04-01,2310704,PENTECOSTE,"-3.7952282,-39.2713219",-3.7952282,-39.2713219,2,4,0,37751
2020-04-01,2311504,QUIXERE,"-5.0742841,-37.9892825",-5.0742841,-37.9892825,3,4,0,22149
2020-04-01,2311603,REDENCAO,"-4.2243979,-38.7278461",-4.2243979,-38.7278461,5,4,0,29053
2020-04-01,2313401,TIANGUA,"-3.7307332,-41.0004019",-3.7307332,-41.0004019,4,4,1,75946
2020-04-01,2301208,ARACOIABA,"-4.3702577,-38.8084313",-4.3702577,-38.8084313,0,4,0,26469
2020-03-30,2313401,TIANGUA,"-3.7307332,-41.0004019",-3.7307332,-41.0004019,4,3,1,75946
2020-03-30,2300903,APUIARES,"-3.9460303,-39.4313298",-3.9460303,-39.4313298,0,3,0,14600
2020-03-30,2302909,CAPISTRANO,"-4.4644692,-38.8956734",-4.4644692,-38.8956734,0,3,0,17738
2020-03-30,2307809,MARCO,"-3.1221945,-40.1514585",-3.1221945,-40.1514585,0,3,0,27361
2020-03-30,2308906,MORRINHOS,"-3.2275749,-40.1280783",-3.2275749,-40.1280783,0,3,0,22534
2020-03-30,2313609,UBAJARA,"-3.8534468,-40.9185642",-3.8534468,-40.9185642,0,3,0,34792
2020-04-03,2301901,BARBALHA,"-7.3121067,-39.3036427",-7.3121067,-39.3036427,1,24,0,59732
2020-04-03,2305233,HORIZONTE,"-4.0964618,-38.4965574",-4.0964618,-38.4965574,16,24,0,67337
2020-04-03,2311801,RUSSAS,"-4.9354279,-37.9783838",-4.9354279,-37.9783838,9,19,0,78194
2020-04-03,2303501,CASCAVEL,"-4.129666,-38.241178",-4.129666,-38.241178,6,17,0,71743
2020-04-03,2301109,ARACATI,"-4.558259,-37.767894",-4.558259,-37.767894,6,16,0,74547
2020-04-03,2308203,MERUOCA,"-3.5390209,-40.4546107",-3.5390209,-40.4546107,0,16,0,15057
2020-04-02,2311405,QUIXERAMOBIM,"-5.1983553,-39.2955573",-5.1983553,-39.2955573,8,6,0,81082
2020-04-02,2307254,JIJOCA DE JERICOACOARA,"-2.8986278,-40.4506081",-2.8986278,-40.4506081,0,6,0,19816
2020-04-02,2310407,PARAMOTI,"-4.0964461,-39.2390411",-4.0964461,-39.2390411,0,6,0,12226
2020-04-02,2313351,TEJUCUOCA,"-3.9884273,-39.5797395",-3.9884273,-39.5797395,0,6,0,19187
2020-04-02,2305407,ICO,"-6.4003992,-38.8575946",-6.4003992,-38.8575946,4,5,0,68018
2020-04-02,2313807,URUBURETAMA,"-3.6235302,-39.5050697",-3.6235302,-39.5050697,1,5,0,21850
2020-04-06,2305902,IPUEIRAS,"-4.5427141,-40.7168461",-4.5427141,-40.7168461,2,9,1,38166
2020-04-06,2312403,SAO GONCALO DO AMARANTE,"-3.6099755,-38.9687182",-3.6099755,-38.9687182,7,9,0,48422
2020-04-06,2313500,TRAIRI,"-3.2741504,-39.2649188",-3.2741504,-39.2649188,2,9,0,55918
2020-04-06,2310258,PARAIPABA,"-3.437987,-39.147868",-3.437987,-39.147868,0,9,0,32744
2020-04-06,2311405,QUIXERAMOBIM,"-5.1983553,-39.2955573",-5.1983553,-39.2955573,11,8,0,81082
2020-04-06,2313906,URUOCA,"-3.3147591,-40.558957",-3.3147591,-40.558957,1,8,0,13840
2020-03-31,2308500,MOMBACA,"-5.7450899,-39.6293519",-5.7450899,-39.6293519,2,4,0,43797
2020-03-31,2310704,PENTECOSTE,"-3.7952282,-39.2713219",-3.7952282,-39.2713219,2,4,0,37751
2020-03-31,2311504,QUIXERE,"-5.0742841,-37.9892825",-5.0742841,-37.9892825,3,4,0,22149
2020-03-31,2311603,REDENCAO,"-4.2243979,-38.7278461",-4.2243979,-38.7278461,4,4,0,29053
2020-03-31,2301208,ARACOIABA,"-4.3702577,-38.8084313",-4.3702577,-38.8084313,0,4,0,26469
2020-03-31,2304954,GUAIUBA,"-4.0412656,-38.6369079",-4.0412656,-38.6369079,0,4,0,26064
2020-04-04,2312908,SOBRAL,"-3.6879135,-40.3456372",-3.6879135,-40.3456372,63,372,1,208935
2020-04-04,2303709,CAUCAIA,"-3.7300563,-38.6593082",-3.7300563,-38.6593082,84,195,0,361400
2020-04-04,2307650,MARACANAU,"-3.8779438,-38.6247697",-3.8779438,-38.6247697,64,113,1,227886
2020-04-04,2301000,AQUIRAZ,"-3.9063117,-38.387504",-3.9063117,-38.387504,47,73,1,80271
2020-04-04,2304285,EUSEBIO,"-3.8889838,-38.4546585",-3.8889838,-38.4546585,33,61,1,53618
2020-04-04,2302800,CANINDE,"-4.3547946,-39.3108516",-4.3547946,-39.3108516,15,58,0,76997
2020-04-01,2304954,GUAIUBA,"-4.0412656,-38.6369079",-4.0412656,-38.6369079,0,4,0,26064
2020-04-01,2307635,MADALENA,"-4.8542961,-39.5766436",-4.8542961,-39.5766436,0,4,0,19691
2020-04-01,2307809,MARCO,"-3.1221945,-40.1514585",-3.1221945,-40.1514585,0,4,0,27361
2020-04-01,2303600,CATARINA,"-6.1341578,-39.8795321",-6.1341578,-39.8795321,1,3,0,20698
2020-04-01,2304236,CROATA,"-6.0545671,-38.873763",-6.0545671,-38.873763,1,3,0,18063
2020-04-01,2305357,ICAPUI,"-4.7158474,-37.3535365",-4.7158474,-37.3535365,4,3,0,19934
2020-03-30,2302602,CAMOCIM,"-2.9009918,-40.8427389",-2.9009918,-40.8427389,1,2,0,63661
2020-03-30,2305654,IPAPORANGA,"-4.903227,-40.760079",-4.903227,-40.760079,2,2,0,11593
2020-03-30,2314102,VICOSA DO CEARA,"-3.5667684,-41.091504",-3.5667684,-41.091504,2,2,0,60889
2020-03-30,2301257,ARARENDA,"-4.7504395,-40.8303611",-4.7504395,-40.8303611,0,2,0,10935
2020-03-30,2301406,ARATUBA,"-4.4195958,-39.0463737",-4.4195958,-39.0463737,0,2,0,11847
2020-04-03,2311306,QUIXADA,"-4.9706021,-39.0158403",-4.9706021,-39.0158403,24,15,0,87728
2020-04-03,2307601,LIMOEIRO DO NORTE,"-5.1455607,-38.0984936",-5.1455607,-38.0984936,7,14,0,59540
2020-04-03,2308708,MORADA NOVA,"-5.1076699,-38.3727852",-5.1076699,-38.3727852,3,14,0,61890
2020-04-03,2300200,ACARAU,"-2.8869514,-40.1194713",-2.8869514,-40.1194713,6,11,0,62641
2020-04-03,2305506,IGUATU,"-6.361934,-39.2972233",-6.361934,-39.2972233,16,11,1,102498
2020-04-03,2310852,PINDORETAMA,"-4.0265183,-38.3066829",-4.0265183,-38.3066829,3,11,0,20567
2020-04-02,2302305,BELA CRUZ,"-3.0529129,-40.167582",-3.0529129,-40.167582,0,5,0,32591
2020-04-02,2303105,CARIRE,"-3.948584,-40.476028",-3.948584,-40.476028,0,5,0,18448
2020-04-02,2304954,GUAIUBA,"-4.0412656,-38.6369079",-4.0412656,-38.6369079,0,5,0,26064
2020-04-02,2307809,MARCO,"-3.1221945,-40.1514585",-3.1221945,-40.1514585,0,5,0,27361
2020-04-02,2301208,ARACOIABA,"-4.3702577,-38.8084313",-4.3702577,-38.8084313,1,4,0,26469
2020-04-06,2303808,CEDRO,"-6.6065382,-39.0599487",-6.6065382,-39.0599487,0,8,0,25557
2020-04-06,2310308,PARAMBU,"-6.2123856,-40.6954982",-6.2123856,-40.6954982,0,8,0,31521
2020-04-06,2301208,ARACOIABA,"-4.3702577,-38.8084313",-4.3702577,-38.8084313,1,7,0,26469
2020-04-06,2304004,COREAU,"-3.5519794,-40.6528409",-3.5519794,-40.6528409,17,7,0,23136
2020-04-06,2307635,MADALENA,"-4.8542961,-39.5766436",-4.8542961,-39.5766436,1,7,0,19691
2020-03-31,2307635,MADALENA,"-4.8542961,-39.5766436",-4.8542961,-39.5766436,0,4,0,19691
2020-03-31,2302107,BATURITE,"-4.3290203,-38.8821055",-4.3290203,-38.8821055,2,3,0,35750
2020-03-31,2303600,CATARINA,"-6.1341578,-39.8795321",-6.1341578,-39.8795321,1,3,0,20698
2020-03-31,2305357,ICAPUI,"-4.7158474,-37.3535365",-4.7158474,-37.3535365,2,3,0,19934
2020-03-31,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,3,0,27174
2020-04-04,0,SEM INFORMACAO,"0,0",0,0,40,52,0,0
2020-04-04,2309607,PACAJUS,"-4.171073,-38.464988",-4.171073,-38.464988,8,41,0,72203
2020-04-04,2307700,MARANGUAPE,"-3.8922967,-38.6835427",-3.8922967,-38.6835427,13,35,1,128978
2020-04-04,2304103,CRATEUS,"-5.1782451,-40.6696545",-5.1782451,-40.6696545,11,34,0,75074
2020-04-04,2306405,ITAPIPOCA,"-3.499329,-39.583571",-3.499329,-39.583571,8,34,0,129358
2020-04-01,2307106,JARDIM,"-7.5838966,-39.279713",-7.5838966,-39.279713,1,3,0,27174
2020-04-01,2310506,PEDRA BRANCA,"-5.455674,-39.7166286",-5.455674,-39.7166286,4,3,0,43258
2020-04-01,2300903,APUIARES,"-3.9460303,-39.4313298",-3.9460303,-39.4313298,0,3,0,14600
2020-04-01,2302909,CAPISTRANO,"-4.4644692,-38.8956734",-4.4644692,-38.8956734,0,3,0,17738
2020-04-01,2308906,MORRINHOS,"-3.2275749,-40.1280783",-3.2275749,-40.1280783,0,3,0,22534
2020-04-05,2304400,FORTALEZA,"-3.7304512,-38.5217989",-3.7304512,-38.5217989,3120,4514,43,2669342
2020-03-30,2303303,CARIUS,"-6.5348688,-39.4966658",-6.5348688,-39.4966658,0,2,0,18699
2020-03-30,2304251,CRUZ,"-2.918128,-40.175981",-2.918128,-40.175981,0,2,0,24827
2020-03-30,2305308,IBIAPINA,"-3.9228792,-40.8890296",-3.9228792,-40.8890296,0,2,0,24997
2020-03-30,2306603,ITATIRA,"-4.5305423,-39.621054",-4.5305423,-39.621054,0,2,0,21647
2020-03-30,2307403,JUCAS,"-6.5224934,-39.5247183",-6.5224934,-39.5247183,0,2,0,24833
2020-03-30,2308401,MISSAO VELHA,"-7.248491,-39.1434843",-7.248491,-39.1434843,0,2,0,36442
2020-04-03,2312205,SANTA QUITERIA,"-4.3336553,-40.1544913",-4.3336553,-40.1544913,3,11,1,43703
2020-04-03,2304350,FORQUILHA,"-3.799447,-40.263405",-3.799447,-40.263405,0,11,0,24218
2020-04-03,2304004,COREAU,"-3.5519794,-40.6528409",-3.5519794,-40.6528409,1,10,0,23136
2020-04-03,2312403,SAO GONCALO DO AMARANTE,"-3.6099755,-38.9687182",-3.6099755,-38.9687182,3,10,0,48422
2020-04-03,2305902,IPUEIRAS,"-4.5427141,-40.7168461",-4.5427141,-40.7168461,2,9,1,38166
2020-04-02,2302107,BATURITE,"-4.3290203,-38.8821055",-4.3290203,-38.8821055,3,4,0,35750
2020-04-02,2306900,JAGUARIBE,"-5.8854585,-38.6212957",-5.8854585,-38.6212957,8,4,1,34682
2020-04-02,2308500,MOMBACA,"-5.7450899,-39.6293519",-5.7450899,-39.6293519,2,4,0,43797
2020-04-02,2310704,PENTECOSTE,"-3.7952282,-39.2713219",-3.7952282,-39.2713219,2,4,0,37751
2020-04-02,2311504,QUIXERE,"-5.0742841,-37.9892825",-5.0742841,-37.9892825,3,4,0,22149
2020-04-06,2309102,MULUNGU,"-4.3052327,-38.9957787",-4.3052327,-38.9957787,2,7,0,10823
2020-04-06,2307254,JIJOCA DE JERICOACOARA,"-2.8986278,-40.4506081",-2.8986278,-40.4506081,0,7,0,19816
2020-04-06,2307809,MARCO,"-3.1221945,-40.1514585",-3.1221945,-40.1514585,0,7,0,27361
2020-04-06,2302107,BATURITE,"-4.3290203,-38.8821055",-4.3290203,-38.8821055,6,6,0,35750
2020-04-06,2303006,CARIDADE,"-4.2316487,-39.1946515",-4.2316487,-39.1946515,3,6,0,22547
2020-03-31,2310506,PEDRA BRANCA,"-5.455674,-39.7166286",-5.455674,-39.7166286,3,3,0,43258
2020-03-31,2313401,TIANGUA,"-3.7307332,-41.0004019",-3.7307332,-41.0004019,4,3,1,75946
2020-03-31,2300903,APUIARES,"-3.9460303,-39.4313298",-3.9460303,-39.4313298,0,3,0,14600
2020-03-31,2302909,CAPISTRANO,"-4.4644692,-38.8956734",-4.4644692,-38.8956734,0,3,0,17738
2020-03-31,2307809,MARCO,"-3.1221945,-40.1514585",-3.1221945,-40.1514585,0,3,0,27361
2020-03-31,2308906,MORRINHOS,"-3.2275749,-40.1280783",-3.2275749,-40.1280783,0,3,0,22534
2020-04-04,2306256,ITAITINGA,"-3.965768,-38.529763",-3.965768,-38.529763,19,33,0,37980
2020-04-04,2308005,MASSAPE,"-6.1019627,-38.873166",-6.1019627,-38.873166,1,33,0,38737
2020-04-04,2309706,PACATUBA,"-3.9841,-38.6180383",-3.9841,-38.6180383,13,33,0,83432
2020-04-04,2313302,TAUA,"-6.0031372,-40.2947268",-6.0031372,-40.2947268,7,33,0,58859
2020-04-04,2302206,BEBERIBE,"-4.1810469,-38.1298101",-4.1810469,-38.1298101,9,32,0,53573
2020-04-04,2307304,JUAZEIRO DO NORTE,"-7.2153453,-39.3153336",-7.2153453,-39.3153336,6,32,0,274207
2020-04-01,2310209,PARACURU,"-3.41436,-39.030028",-3.41436,-39.030028,0,3,0,35076
2020-04-01,2310308,PARAMBU,"-6.2123856,-40.6954982",-6.2123856,-40.6954982,0,3,0,31521
2020-04-01,2312601,SAO LUIS DO CURU,"-3.6721635,-39.2411444",-3.6721635,-39.2411444,0,3,0,13000
2020-04-01,2313609,UBAJARA,"-3.8534468,-40.9185642",-3.8534468,-40.9185642,0,3,0,34792
2020-04-01,2302602,CAMOCIM,"-2.9009918,-40.8427389",-2.9009918,-40.8427389,1,2,0,63661
2020-04-05,2312908,SOBRAL,"-3.6879135,-40.3456372",-3.6879135,-40.3456372,85,372,1,208935
2020-04-05,2303709,CAUCAIA,"-3.7300563,-38.6593082",-3.7300563,-38.6593082,100,199,0,361400
2020-04-05,2307650,MARACANAU,"-3.8779438,-38.6247697",-3.8779438,-38.6247697,76,128,1,227886
2020-04-05,2301000,AQUIRAZ,"-3.9063117,-38.387504",-3.9063117,-38.387504,48,78,1,80271
2020-04-05,2302800,CANINDE,"-4.3547946,-39.3108516",-4.3547946,-39.3108516,20,65,0,76997
2020-03-30,2308609,MONSENHOR TABOSA,"-4.7879512,-40.063949",-4.7879512,-40.063949,0,2,0,17234
2020-03-30,2308807,MORAUJO,"-3.4657654,-40.679146",-3.4657654,-40.679146,0,2,0,8724
2020-03-30,2310209,PARACURU,"-3.41436,-39.030028",-3.41436,-39.030028,0,2,0,35076
2020-03-30,2310308,PARAMBU,"-6.2123856,-40.6954982",-6.2123856,-40.6954982,0,2,0,31521
2020-03-30,2312601,SAO LUIS DO CURU,"-3.6721635,-39.2411444",-3.6721635,-39.2411444,0,2,0,13000
2020-03-30,2313252,TARRAFAS,"-6.6819901,-39.7575709",-6.6819901,-39.7575709,0,2,0,8592
2020-04-03,2301950,BARREIRA,"-4.2883361,-38.641094",-4.2883361,-38.641094,1,8,0,22425
2020-04-03,2302404,BOA VIAGEM,"-5.1261877,-39.7300055",-5.1261877,-39.7300055,1,8,0,54470
2020-04-03,2309102,MULUNGU,"-4.3052327,-38.9957787",-4.3052327,-38.9957787,1,8,0,10823
2020-04-03,2313906,URUOCA,"-3.3147591,-40.558957",-3.3147591,-40.558957,1,8,0,13840
2020-04-03,2303808,CEDRO,"-6.6065382,-39.0599487",-6.6065382,-39.0599487,0,8,0,25557
2020-04-02,2311603,REDENCAO,"-4.2243979,-38.7278461",-4.2243979,-38.7278461,5,4,0,29053
2020-04-02,2313401,TIANGUA,"-3.7307332,-41.0004019",-3.7307332,-41.0004019,4,4,1,75946
2020-04-02,2307635,MADALENA,"-4.8542961,-39.5766436",-4.8542961,-39.5766436,0,4,0,19691
2020-04-02,2312601,SAO LUIS DO CURU,"-3.6721635,-39.2411444",-3.6721635,-39.2411444,0,4,0,13000
2020-04-02,2302909,CAPISTRANO,"-4.4644692,-38.8956734",-4.4644692,-38.8956734,1,3,0,17738
2020-04-06,2304954,GUAIUBA,"-4.0412656,-38.6369079",-4.0412656,-38.6369079,2,6,0,26064
2020-04-06,2305407,ICO,"-6.4003992,-38.8575946",-6.4003992,-38.8575946,5,6,0,68018
2020-04-06,2311355,QUIXELO,"-6.2511238,-39.1995458",-6.2511238,-39.1995458,1,6,0,16178
2020-04-06,2313401,TIANGUA,"-3.7307332,-41.0004019",-3.7307332,-41.0004019,7,6,1,75946
2020-04-06,2313807,URUBURETAMA,"-3.6235302,-39.5050697",-3.6235302,-39.5050697,3,6,0,21850
2020-04-06,2303907,CHAVAL,"-3.0339874,-41.2438452",-3.0339874,-41.2438452,0,6,0,13069
2020-03-31,2310209,PARACURU,"-3.41436,-39.030028",-3.41436,-39.030028,0,3,0,35076
2020-03-31,2310308,PARAMBU,"-6.2123856,-40.6954982",-6.2123856,-40.6954982,0,3,0,31521
2020-03-31,2313609,UBAJARA,"-3.8534468,-40.9185642",-3.8534468,-40.9185642,0,3,0,34792
2020-03-31,2302602,CAMOCIM,"-2.9009918,-40.8427389",-2.9009918,-40.8427389,1,2,0,63661
2020-03-31,2304236,CROATA,"-6.0545671,-38.873763",-6.0545671,-38.873763,1,2,0,18063
2020-03-31,2305654,IPAPORANGA,"-4.903227,-40.760079",-4.903227,-40.760079,2,2,0,11593
2020-04-04,2312007,SANTANA DO ACARAU,"-3.4596492,-40.2090987",-3.4596492,-40.2090987,2,29,0,32452
2020-04-04,2309003,MUCAMBO,"-3.9043285,-40.7454425",-3.9043285,-40.7454425,0,28,0,14537
2020-04-04,2304202,CRATO,"-7.2369112,-39.4149236",-7.2369112,-39.4149236,2,27,0,132123
2020-04-04,2305233,HORIZONTE,"-4.0964618,-38.4965574",-4.0964618,-38.4965574,17,26,0,67337
2020-04-04,2301901,BARBALHA,"-7.3121067,-39.3036427",-7.3121067,-39.3036427,1,24,0,59732
2020-04-04,2311801,RUSSAS,"-4.9354279,-37.9783838",-4.9354279,-37.9783838,9,20,0,78194
2020-04-01,2305654,IPAPORANGA,"-4.903227,-40.760079",-4.903227,-40.760079,2,2,0,11593
2020-04-01,2306553,ITAREMA,"-2.9224558,-39.9129042",-2.9224558,-39.9129042,1,2,0,41826
2020-04-01,2314102,VICOSA DO CEARA,"-3.5667684,-41.091504",-3.5667684,-41.091504,2,2,0,60889
2020-04-01,2301257,ARARENDA,"-4.7504395,-40.8303611",-4.7504395,-40.8303611,0,2,0,10935
2020-04-01,2301406,ARATUBA,"-4.4195958,-39.0463737",-4.4195958,-39.0463737,0,2,0,11847
2020-04-01,2303303,CARIUS,"-6.5348688,-39.4966658",-6.5348688,-39.4966658,0,2,0,18699
2020-04-05,2304285,EUSEBIO,"-3.8889838,-38.4546585",-3.8889838,-38.4546585,43,62,2,53618
2020-04-05,2309607,PACAJUS,"-4.171073,-38.464988",-4.171073,-38.464988,7,41,0,72203
