data,cidade,confirmado,suspeitos,obitos
2020-04-07, IPAUMIRIM , 0 , 1 , 0 
2020-04-07, ABAIARA , 0 , 2 , 0 
2020-04-07, ITAICABA , 0 , 2 , 0 
2020-04-07, MULUNGU , 0 , 14 , 0 
2020-04-07, CARIDADE , 0 , 8 , 0 
2020-04-07, SALITRE , 0 , 1 , 0 
2020-04-07, SAO LUÍS DO CURU , 0 , 6 , 0 
2020-04-07, MORADA NOVA , 0 , 14 , 0 
2020-04-07, CARNAUBAL , 0 , 3 , 0 
2020-04-07, CEDRO , 0 , 5 , 0 
2020-04-07, ITAREMA , 0 , 12 , 0 
2020-04-07, ANTONINA DO NORTE , 0 , 1 , 0 
2020-04-07, CRUZ , 0 , 9 , 0 
2020-04-07, TARRAFAS , 0 , 3 , 0 
2020-04-07, ACARAPE , 0 , 6 , 0 
2020-04-07, ALTANEIRA , 0 , 2 , 0 
2020-04-07, COREAU , 0 , 12 , 0 
2020-04-07, MARCO , 0 , 7 , 0 
2020-04-07, CAPISTRANO , 0 , 3 , 0 
2020-04-07, ERERE , 0 , 2 , 0 
2020-04-07, POTENGI , 0 , 2 , 0 
2020-04-07, TEJUCUOCA , 0 , 4 , 0 
2020-04-07, MILHA , 0 , 1 , 0 
2020-04-07, RUSSAS , 0 , 41 , 0 
2020-04-07, SABOEIRO , 0 , 1 , 0 
2020-04-07, MIRAIMA , 0 , 1 , 0 
2020-04-07, ACARAU , 0 , 33 , 0 
2020-04-07, PALMACIA , 0 , 1 , 0 
2020-04-07, IRAUCUBA , 0 , 8 , 0 
2020-04-07, URUOCA , 0 , 15 , 0 
2020-04-07, BARRO , 0 , 4 , 0 
2020-04-07, PIQUET CARNEIRO , 0 , 1 , 0 
2020-04-07, TABULEIRO DO NORTE , 0 , 8 , 0 
2020-04-07, UMARI , 0 , 2 , 0 
2020-04-07, GROAIRAS , 0 , 4 , 0 
2020-04-07, CHAVAL , 0 , 1 , 0 
2020-04-07, PIRES FERREIRA , 0 , 4 , 0 
2020-04-07, MORRINHOS , 0 , 5 , 0 
2020-04-07, IBICUITINGA , 0 , 3 , 0 
2020-04-07, ICAPUI , 0 , 14 , 0 
2020-04-07, TAMBORIL , 0 , 7 , 0 
2020-04-07, MISSAO VELHA , 0 , 4 , 0 
2020-04-07, MOMBACA , 0 , 5 , 0 
2020-04-07, MUCAMBO , 0 , 32 , 0 
2020-04-07, PARAMBU , 0 , 5 , 0 
2020-04-07, ACOPIARA , 0 , 12 , 0 
2020-04-07, POTIRETAMA , 0 , 1 , 0 
2020-04-07, CARIRIACU , 0 , 6 , 0 
2020-04-07, ARATUBA , 0 , 3 , 0 
2020-04-07, TRAIRI , 0 , 7 , 0 
2020-04-07, VARJOTA , 0 , 3 , 0 
2020-04-07, GRANJA , 0 , 9 , 0 
2020-04-07, SENADOR SA , 0 , 1 , 0 
2020-04-07, JAGUARIBARA , 0 , 6 , 0 
2020-04-07, BOA VIAGEM , 0 , 11 , 0 
2020-04-07, PACUJA , 0 , 6 , 0 
2020-04-07, ARARENDA , 0 , 4 , 0 
2020-04-07, JAGUARETAMA , 0 , 5 , 0 
2020-04-07, MILAGRES , 0 , 5 , 0 
2020-04-07, PENAFORTE , 0 , 2 , 0 
2020-04-07, MASSAPE , 0 , 39 , 0 
2020-04-07, QUITERIANOPOLIS , 0 , 9 , 0 
2020-04-07, ITAPIUNA , 0 , 3 , 0 
2020-04-07, FRECHEIRINHA , 0 , 6 , 0 
2020-04-07, VARZEA ALEGRE , 0 , 8 , 0 
2020-04-07, IPU , 0 , 4 , 0 
2020-04-07, JIJOCA DE JERICOACOARA , 0 , 9 , 0 
2020-04-07, ARARIPE , 0 , 2 , 0 
2020-04-07, APUIARES , 0 , 4 , 0 
2020-04-07, ARNEIROZ , 0 , 2 , 0 
2020-04-07, BELA CRUZ , 0 , 4 , 0 
2020-04-07, JARDIM , 0 , 4 , 0 
2020-04-07, CHORÓ , 0 , 1 , 0 
2020-04-07, SAO GONCALO DO AMARANTE , 0 , 17 , 0 
2020-04-07, ITATIRA , 0 , 7 , 0 
2020-04-07, PARAIPABA , 0 , 7 , 0 
2020-04-07, INDEPENDENCIA , 0 , 4 , 0 
2020-04-07, ARACOIABA , 0 , 23 , 0 
2020-04-07, BARBALHA , 0 , 38 , 0 
2020-04-07, OCARA , 0 , 7 , 0 
2020-04-07, QUIXERE , 0 , 14 , 0 
2020-04-07, PACOTI , 0 , 8 , 0 
2020-04-07, JAGUARUANA , 0 , 13 , 0 
2020-04-07, UBAJARA , 0 , 5 , 0 
2020-04-07, MONSENHOR TABOSA , 0 , 2 , 0 
2020-04-07, NOVA OLINDA , 0 , 2 , 0 
2020-04-07, ALTO SANTO , 0 , 1 , 0 
2020-04-07, PARAMOTI , 0 , 5 , 0 
2020-04-07, REDENCAO , 0 , 13 , 0 
2020-04-07, CATUNDA , 0 , 1 , 0 
2020-04-07, BARROQUINHA , 0 , 7 , 0 
2020-04-07, SOLONOPOLE , 0 , 2 , 0 
2020-04-07, HIDROLANDIA , 0 , 5 , 0 
2020-04-07, BARREIRA , 0 , 8 , 0 
2020-04-07, GUARAMIRANGA , 0 , 4 , 0 
2020-04-07, CHOROZINHO , 0 , 5 , 0 
2020-04-07, SANTANA DO CARIRI , 0 , 1 , 0 
2020-04-07, BANABUIU , 0 , 4 , 0 
2020-04-07, FORQUILHA , 0 , 15 , 0 
2020-04-07, PARACURU , 0 , 3 , 0 
2020-04-07, MARTINOPOLE , 0 , 3 , 0 
2020-04-07, UMIRIM , 0 , 1 , 0 
2020-04-07, PACAJUS , 0 , 51 , 0 
2020-04-07, ALCANTARAS , 0 , 4 , 0 
2020-04-07, PENTECOSTE , 0 , 6 , 0 
2020-04-07, AURORA , 0 , 5 , 0 
2020-04-07, VICOSA DO CEARA , 0 , 10 , 0 
2020-04-07, ASSARE , 0 , 3 , 0 
2020-04-07, TAUA , 0 , 49 , 0 
2020-04-07, PEREIRO , 0 , 4 , 0 
2020-04-07, BREJO SANTO , 0 , 11 , 0 
2020-04-07, JUCAS , 0 , 5 , 0 
2020-04-07, GRACA , 0 , 2 , 0 
2020-04-07, CRATO , 0 , 46 , 0 
2020-04-07, MADALENA , 0 , 9 , 0 
2020-04-07, IBARETAMA , 0 , 7 , 0 
2020-04-07, CARIRE , 0 , 8 , 0 
2020-04-07, QUIXELO , 0 , 7 , 0 
2020-04-07, RERIUTABA , 0 , 3 , 0 
2020-04-07, NOVA RUSSAS , 0 , 1 , 0 
2020-04-07, PORANGA , 0 , 2 , 0 
2020-04-07, BAIXIO , 0 , 2 , 0 
2020-04-07, CAMPOS SALES , 0 , 4 , 0 
2020-04-07, MERUOCA , 0 , 11 , 0 
2020-04-07, MORAUJO , 0 , 9 , 0 
2020-04-07, SAO JOAO DO JAGUARIBE , 0 , 2 , 0 
2020-04-07, PALHANO , 0 , 1 , 0 
2020-04-07, GUAIÚBA , 0 , 6 , 0 
2020-04-07, SAO BENEDITO , 0 , 6 , 0 
2020-04-07, URUBURETAMA , 0 , 6 , 0 
2020-04-07, IBIAPINA , 0 , 8 , 0 
2020-04-07, BATURITÉ , 0 , 9 , 0 
2020-04-07, TURURU , 0 , 6 , 0 
