id,cidade,id_estado,sigla,estado,latitude,longitude,gps,populacao
2705705,OLHO D'AGUA DAS FLORES,27,AL,ALAGOAS,-9.5318374,-37.2939052,"-9.5318374,-37.2939052",21688
2705804,OLHO D'AGUA DO CASADO,27,AL,ALAGOAS,-9.5020783,-37.8324537,"-9.5020783,-37.8324537",9373
2705903,OLHO D'AGUA GRANDE,27,AL,ALAGOAS,-10.0560750,-36.8135254,"-10.056075,-36.8135254",5123
2706000,OLIVENCA,27,AL,ALAGOAS,-9.5190555,-37.1893316,"-9.5190555,-37.1893316",11624
2706109,OURO BRANCO,27,AL,ALAGOAS,-9.1622698,-37.3582893,"-9.1622698,-37.3582893",11496
2706208,PALESTINA,27,AL,ALAGOAS,-9.6727944,-37.3285090,"-9.6727944,-37.328509",5011
2706307,PALMEIRA DOS INDIOS,27,AL,ALAGOAS,-9.4112877,-36.6293905,"-9.4112877,-36.6293905",73218
2706406,PAO DE ACUCAR,27,AL,ALAGOAS,-9.7496551,-37.4329891,"-9.7496551,-37.4329891",24399
2706422,PARICONHA,27,AL,ALAGOAS,-9.2540147,-38.0039241,"-9.2540147,-38.0039241",10533
2706448,PARIPUEIRA,27,AL,ALAGOAS,-9.4631330,-35.5519770,"-9.463133,-35.551977",13176
2706505,PASSO DE CAMARAGIBE,27,AL,ALAGOAS,-9.2367833,-35.4901015,"-9.2367833,-35.4901015",15245
2706604,PAULO JACINTO,27,AL,ALAGOAS,-9.3679179,-36.3672411,"-9.3679179,-36.3672411",7564
2706703,PENEDO,27,AL,ALAGOAS,-10.2872341,-36.5819262,"-10.2872341,-36.5819262",63683
2706802,PIACABUCU,27,AL,ALAGOAS,-10.4066897,-36.4336540,"-10.4066897,-36.433654",17827
2706901,PILAR,27,AL,ALAGOAS,-9.6016711,-35.9511275,"-9.6016711,-35.9511275",35111
2707008,PINDOBA,27,AL,ALAGOAS,-9.4738220,-36.2918290,"-9.473822,-36.291829",2908
2707107,PIRANHAS,27,AL,ALAGOAS,-9.6115579,-37.7616366,"-9.6115579,-37.7616366",25039
2707206,POCO DAS TRINCHEIRAS,27,AL,ALAGOAS,-9.3063206,-37.2855185,"-9.3063206,-37.2855185",14386
2707305,PORTO CALVO,27,AL,ALAGOAS,-9.0519480,-35.3986530,"-9.051948,-35.398653",27165
2707404,PORTO DE PEDRAS,27,AL,ALAGOAS,-9.1600650,-35.3049140,"-9.160065,-35.304914",7786
2707503,PORTO REAL DO COLEGIO,27,AL,ALAGOAS,-10.1868330,-36.8357056,"-10.186833,-36.8357056",20066
2707602,QUEBRANGULO,27,AL,ALAGOAS,-9.3217611,-36.4735837,"-9.3217611,-36.4735837",11294
2707701,RIO LARGO,27,AL,ALAGOAS,-9.4778290,-35.8394350,"-9.477829,-35.839435",75120
2707800,ROTEIRO,27,AL,ALAGOAS,-9.8334935,-35.9777132,"-9.8334935,-35.9777132",6664
2707909,SANTA LUZIA DO NORTE,27,AL,ALAGOAS,-9.6037000,-35.8231960,"-9.6037,-35.823196",7296
2708006,SANTANA DO IPANEMA,27,AL,ALAGOAS,-9.3699890,-37.2480180,"-9.369989,-37.248018",47654
2708105,SANTANA DO MUNDAU,27,AL,ALAGOAS,-9.1714130,-36.2176080,"-9.171413,-36.217608",10740
2708204,SAO BRAS,27,AL,ALAGOAS,-10.1258829,-36.8982490,"-10.1258829,-36.898249",6961
2708303,SAO JOSE DA LAJE,27,AL,ALAGOAS,-9.0093044,-36.0567320,"-9.0093044,-36.056732",23927
2708402,SAO JOSE DA TAPERA,27,AL,ALAGOAS,-9.5584287,-37.3818893,"-9.5584287,-37.3818893",32260
2708501,SAO LUIS DO QUITUNDE,27,AL,ALAGOAS,-9.3181755,-35.5605097,"-9.3181755,-35.5605097",34555
2708600,SAO MIGUEL DOS CAMPOS,27,AL,ALAGOAS,-9.7831115,-36.0967804,"-9.7831115,-36.0967804",61251
2708709,SAO MIGUEL DOS MILAGRES,27,AL,ALAGOAS,-9.2672170,-35.3763120,"-9.267217,-35.376312",7951
2708808,SAO SEBASTIAO,27,AL,ALAGOAS,-9.9315057,-36.5439245,"-9.9315057,-36.5439245",34152
2708907,SATUBA,27,AL,ALAGOAS,-9.5691130,-35.8226970,"-9.569113,-35.822697",13828
2708956,SENADOR RUI PALMEIRA,27,AL,ALAGOAS,-9.4698650,-37.4576060,"-9.469865,-37.457606",13870
2709004,TANQUE D'ARCA,27,AL,ALAGOAS,-9.5348175,-36.4314580,"-9.5348175,-36.431458",6162
2709103,TAQUARANA,27,AL,ALAGOAS,-9.6452900,-36.4928440,"-9.64529,-36.492844",19980
2709152,TEOTONIO VILELA,27,AL,ALAGOAS,-9.9062736,-36.3571341,"-9.9062736,-36.3571341",44169
2709202,TRAIPU,27,AL,ALAGOAS,-9.9675830,-37.0015357,"-9.967583,-37.0015357",27715
2709301,UNIAO DOS PALMARES,27,AL,ALAGOAS,-9.1576807,-36.0342251,"-9.1576807,-36.0342251",65611
2709400,VICOSA,27,AL,ALAGOAS,-9.3728032,-36.2432636,"-9.3728032,-36.2432636",25733
2800100,AMPARO DE SAO FRANCISCO,28,SE,SERGIPE,-10.1299754,-36.9269099,"-10.1299754,-36.9269099",2374
2800209,AQUIDABA,28,SE,SERGIPE,-10.2837579,-37.0188687,"-10.2837579,-37.0188687",21563
2800308,ARACAJU,28,SE,SERGIPE,-10.9162061,-37.0774655,"-10.9162061,-37.0774655",657013
2800407,ARAUA,28,SE,SERGIPE,-11.2644014,-37.6181058,"-11.2644014,-37.6181058",10056
2800506,AREIA BRANCA,28,SE,SERGIPE,-10.7591455,-37.3148072,"-10.7591455,-37.3148072",18542
2800605,BARRA DOS COQUEIROS,28,SE,SERGIPE,-10.9075694,-37.0386249,"-10.9075694,-37.0386249",30407
2800670,BOQUIM,28,SE,SERGIPE,-11.1450175,-37.6204228,"-11.1450175,-37.6204228",26816
2800704,BREJO GRANDE,28,SE,SERGIPE,-10.4287358,-36.4667918,"-10.4287358,-36.4667918",8309
2801009,CAMPO DO BRITO,28,SE,SERGIPE,-10.7496246,-37.4942276,"-10.7496246,-37.4942276",18109
2801108,CANHOBA,28,SE,SERGIPE,-10.1373681,-36.9710796,"-10.1373681,-36.9710796",4008
2801207,CANINDE DE SAO FRANCISCO,28,SE,SERGIPE,-9.6597475,-37.7904456,"-9.6597475,-37.7904456",29900
2801306,CAPELA,28,SE,SERGIPE,-10.5049400,-37.0552566,"-10.50494,-37.0552566",34213
2801405,CARIRA,28,SE,SERGIPE,-10.3583030,-37.7014730,"-10.358303,-37.701473",22082
2801504,CARMOPOLIS,28,SE,SERGIPE,-10.6483500,-36.9849300,"-10.64835,-36.98493",16634
2801603,CEDRO DE SAO JOAO,28,SE,SERGIPE,-10.2506778,-36.8816067,"-10.2506778,-36.8816067",5897
2801702,CRISTINAPOLIS,28,SE,SERGIPE,-11.4757019,-37.7555212,"-11.4757019,-37.7555212",17874
2801900,CUMBE,28,SE,SERGIPE,-10.3552462,-37.1828788,"-10.3552462,-37.1828788",3987
2802007,DIVINA PASTORA,28,SE,SERGIPE,-10.6783231,-37.1482727,"-10.6783231,-37.1482727",5138
2802106,ESTANCIA,28,SE,SERGIPE,-11.2682255,-37.4378341,"-11.2682255,-37.4378341",69184
2802205,FEIRA NOVA,28,SE,SERGIPE,-10.2629878,-37.3131265,"-10.2629878,-37.3131265",5584
2802304,FREI PAULO,28,SE,SERGIPE,-10.5499560,-37.5356071,"-10.549956,-37.5356071",15421
2802403,GARARU,28,SE,SERGIPE,-9.9688996,-37.0827962,"-9.9688996,-37.0827962",11604
2802502,GENERAL MAYNARD,28,SE,SERGIPE,-10.6855125,-36.9849200,"-10.6855125,-36.98492",3346
2802601,GRACHO CARDOSO,28,SE,SERGIPE,-10.2386711,-37.2055629,"-10.2386711,-37.2055629101894",5818
2802700,ILHA DAS FLORES,28,SE,SERGIPE,-10.4365954,-36.5370011,"-10.4365954,-36.5370011",8520
2802809,INDIAROBA,28,SE,SERGIPE,-11.5250972,-37.5075262,"-11.5250972,-37.5075262",17957
2802908,ITABAIANA,28,SE,SERGIPE,-10.6856197,-37.4270517,"-10.6856197,-37.4270517",95427
2803005,ITABAIANINHA,28,SE,SERGIPE,-11.2760142,-37.7866600,"-11.2760142,-37.78666",41928
2803104,ITABI,28,SE,SERGIPE,-10.1263407,-37.1017566,"-10.1263407,-37.1017566",4903
2803203,ITAPORANGA D'AJUDA,28,SE,SERGIPE,-10.9961671,-37.3045841,"-10.9961671,-37.3045841",34356
2803302,JAPARATUBA,28,SE,SERGIPE,-10.5934888,-36.9415140,"-10.5934888,-36.941514",18743
2803401,JAPOATA,28,SE,SERGIPE,-10.3467864,-36.7998780,"-10.3467864,-36.799878",13434
2803500,LAGARTO,28,SE,SERGIPE,-10.9141791,-37.6715308,"-10.9141791,-37.6715308",104408
2803609,LARANJEIRAS,28,SE,SERGIPE,-10.8040231,-37.1658336,"-10.8040231,-37.1658336",29826
2803708,MACAMBIRA,28,SE,SERGIPE,-10.6657963,-37.5396488,"-10.6657963,-37.5396488",6919
2803807,MALHADA DOS BOIS,28,SE,SERGIPE,-10.3450779,-36.9206659,"-10.3450779,-36.9206659",3682
2803906,MALHADOR,28,SE,SERGIPE,-10.6588623,-37.3085558,"-10.6588623,-37.3085558",12618
2804003,MARUIM,28,SE,SERGIPE,-10.7372604,-37.0817469,"-10.7372604,-37.0817469",17213
2804102,MOITA BONITA,28,SE,SERGIPE,-10.5793237,-37.3423877,"-10.5793237,-37.3423877",11335
2804201,MONTE ALEGRE DE SERGIPE,28,SE,SERGIPE,-10.0281128,-37.5622724,"-10.0281128,-37.5622724",15031
2804300,MURIBECA,28,SE,SERGIPE,-10.4227085,-36.9567299,"-10.4227085,-36.9567299",7625
2804409,NEOPOLIS,28,SE,SERGIPE,-10.3169887,-36.5768904,"-10.3169887,-36.5768904",18719
2804458,NOSSA SENHORA APARECIDA,28,SE,SERGIPE,-10.3968947,-37.4539699,"-10.3968947,-37.4539699",8796
2804508,NOSSA SENHORA DA GLORIA,28,SE,SERGIPE,-10.2188811,-37.4199759,"-10.2188811,-37.4199759",36924
2804607,NOSSA SENHORA DAS DORES,28,SE,SERGIPE,-10.4927502,-37.1931675,"-10.4927502,-37.1931675",26629
2804706,NOSSA SENHORA DE LOURDES,28,SE,SERGIPE,-10.0796657,-37.0225126,"-10.07966565,-37.0225126120115",6483
2804805,NOSSA SENHORA DO SOCORRO,28,SE,SERGIPE,-10.8553115,-37.1264863,"-10.8553115,-37.1264863",183628
2804904,PACATUBA,28,SE,SERGIPE,-10.4506594,-36.6473212,"-10.4506594,-36.6473212",14428
2805000,PEDRA MOLE,28,SE,SERGIPE,-10.6181053,-37.6865098,"-10.6181053,-37.6865098",3261
2805109,PEDRINHAS,28,SE,SERGIPE,-11.1929520,-37.6757812,"-11.192952,-37.6757812",9602
2805208,PINHAO,28,SE,SERGIPE,-10.5682989,-37.7236405,"-10.5682989,-37.7236405",6576
2805307,PIRAMBU,28,SE,SERGIPE,-10.7408558,-36.8591248,"-10.7408558,-36.8591248",9280
2805406,POCO REDONDO,28,SE,SERGIPE,-9.8083322,-37.6827949,"-9.8083322,-37.6827949",34775
2805505,POCO VERDE,28,SE,SERGIPE,-10.7192826,-38.1721768,"-10.7192826,-38.1721768",23728
2805604,PORTO DA FOLHA,28,SE,SERGIPE,-9.9152762,-37.2791369,"-9.9152762,-37.2791369",28596
2805703,PROPRIA,28,SE,SERGIPE,-10.2124270,-36.8372254,"-10.212427,-36.8372254",29626
2805802,RIACHAO DO DANTAS,28,SE,SERGIPE,-11.0704439,-37.7264460,"-11.0704439,-37.726446",19805
2805901,RIACHUELO,28,SE,SERGIPE,-10.7323307,-37.1863203,"-10.7323307,-37.1863203",10213
2806008,RIBEIROPOLIS,28,SE,SERGIPE,-10.5405577,-37.4368783,"-10.5405577,-37.4368783",18652
2806107,ROSARIO DO CATETE,28,SE,SERGIPE,-10.6968099,-37.0319184,"-10.6968099,-37.0319184",10855
2806206,SALGADO,28,SE,SERGIPE,-11.0282445,-37.4782803,"-11.0282445,-37.4782803",19998
2806305,SANTA LUZIA DO ITANHY,28,SE,SERGIPE,-11.3520169,-37.4485757,"-11.3520169,-37.4485757",14035
2806404,SANTANA DO SAO FRANCISCO,28,SE,SERGIPE,-10.2926609,-36.6074667,"-10.2926609,-36.6074667",7780
2806503,SANTA ROSA DE LIMA,28,SE,SERGIPE,-10.6474939,-37.1926373,"-10.6474939,-37.1926373",3913
2806602,SANTO AMARO DAS BROTAS,28,SE,SERGIPE,-10.7866999,-37.0547110,"-10.7866999,-37.054711",12102
2806701,SAO CRISTOVAO,28,SE,SERGIPE,-11.0136465,-37.2071134,"-11.0136465,-37.2071134",90072
2806800,SAO DOMINGOS,28,SE,SERGIPE,-10.7903753,-37.5667586,"-10.7903753,-37.5667586",11137
2806909,SAO FRANCISCO,28,SE,SERGIPE,-10.3496581,-36.8851236,"-10.3496581,-36.8851236",3724
2807006,SAO MIGUEL DO ALEIXO,28,SE,SERGIPE,-10.3892164,-37.3826157,"-10.3892164,-37.3826157",3930
2807105,SIMAO DIAS,28,SE,SERGIPE,-10.7388301,-37.8090160,"-10.7388301,-37.809016",40484
2807204,SIRIRI,28,SE,SERGIPE,-10.6045840,-37.1143295,"-10.604584,-37.1143295",8893
2807303,TELHA,28,SE,SERGIPE,-10.2089823,-36.8841125,"-10.2089823,-36.8841125",3227
2807402,TOBIAS BARRETO,28,SE,SERGIPE,-11.1878721,-38.0030397,"-11.1878721,-38.0030397",52191
2807501,TOMAR DO GERU,28,SE,SERGIPE,-11.3752475,-37.8413399,"-11.3752475,-37.8413399",13536
2807600,UMBAUBA,28,SE,SERGIPE,-11.3826792,-37.6565562,"-11.3826792,-37.6565562",25294
2900108,ABAIRA,29,BA,BAHIA,-13.2503296,-41.6640342,"-13.2503296,-41.6640342",8739
2900207,ABARE,29,BA,BAHIA,-8.7239913,-39.1139689,"-8.7239913,-39.1139689",20086
2900306,ACAJUTIBA,29,BA,BAHIA,-11.6609659,-38.0186381,"-11.6609659,-38.0186381",15159
2900355,ADUSTINA,29,BA,BAHIA,-10.5358875,-38.1144790,"-10.5358875,-38.114479",17040 (8)
2900405,AGUA FRIA,29,BA,BAHIA,-13.6797422,-43.5691847,"-13.6797422,-43.5691847",16970
2900504,ERICO CARDOSO,29,BA,BAHIA,-13.4191620,-42.1381486,"-13.419162,-42.1381486",10610
2900603,AIQUARA,29,BA,BAHIA,-14.1269180,-39.8887574,"-14.126918,-39.8887574",4446
2900702,ALAGOINHAS,29,BA,BAHIA,-12.1335260,-38.4207720,"-12.133526,-38.420772",151596
2900801,ALCOBACA,29,BA,BAHIA,-17.5215875,-39.1965474,"-17.5215875,-39.1965474",22470
2900900,ALMADINA,29,BA,BAHIA,-14.7046600,-39.6381994,"-14.70466,-39.6381994",5464
2901007,AMARGOSA,29,BA,BAHIA,-13.0302189,-39.6040692,"-13.0302189,-39.6040692",37241 (9)
2901106,AMELIA RODRIGUES,29,BA,BAHIA,-12.4015388,-38.7516971,"-12.4015388,-38.7516971",25102
2901155,AMERICA DOURADA,29,BA,BAHIA,-11.4515262,-41.4357517,"-11.4515262,-41.4357517",16094
2901205,ANAGE,29,BA,BAHIA,-14.6134669,-41.1376308,"-14.6134669,-41.1376308",17857
2901304,ANDARAI,29,BA,BAHIA,-12.8059674,-41.3322919,"-12.8059674,-41.3322919",13143
2901353,ANDORINHA,29,BA,BAHIA,-10.3445708,-39.8334411,"-10.3445708,-39.8334411",14595
2901403,ANGICAL,29,BA,BAHIA,-12.0056230,-44.7000236,"-12.005623,-44.7000236",13977
2901502,ANGUERA,29,BA,BAHIA,-12.1509425,-39.2452469,"-12.1509425,-39.2452469",11221
2901601,ANTAS,29,BA,BAHIA,-10.4114649,-38.3308815,"-10.4114649,-38.3308815",19291
2901700,ANTONIO CARDOSO,29,BA,BAHIA,-12.4363122,-39.1200307,"-12.4363122,-39.1200307",11683
2901809,ANTONIO GONCALVES,29,BA,BAHIA,-10.5715409,-40.2748824,"-10.5715409,-40.2748824",11798
2901908,APORA,29,BA,BAHIA,-11.6599747,-38.0794757,"-11.6599747,-38.0794757",17731
2901957,APUAREMA,29,BA,BAHIA,-13.8517897,-39.7457126,"-13.8517897,-39.7457126",7330
2902005,ARACATU,29,BA,BAHIA,-14.4274236,-41.4604105,"-14.4274236,-41.4604105",13135
2902054,ARACAS,29,BA,BAHIA,-12.2139176,-38.2026159,"-12.2139176,-38.2026159",12177
2902104,ARACI,29,BA,BAHIA,-11.3356065,-38.9573261,"-11.3356065,-38.9573261",54379
2902203,ARAMARI,29,BA,BAHIA,-12.0907897,-38.4985065,"-12.0907897,-38.4985065",11397
2902252,ARATACA,29,BA,BAHIA,-15.2617424,-39.4122943,"-15.2617424,-39.4122943",11019
2902302,ARATUIPE,29,BA,BAHIA,-13.0771370,-39.0010786,"-13.077137,-39.0010786",8825
2902401,AURELINO LEAL,29,BA,BAHIA,-14.3167137,-39.3256107,"-14.3167137,-39.3256107",11531
2902500,BAIANOPOLIS,29,BA,BAHIA,-12.3067564,-44.5383591,"-12.3067564,-44.5383591",13877
2902609,BAIXA GRANDE,29,BA,BAHIA,-11.9630941,-40.1657537,"-11.9630941,-40.1657537",20468
2902658,BANZAE,29,BA,BAHIA,-10.5827616,-38.6122305,"-10.5827616,-38.6122305",13229 (10)
2902708,BARRA,29,BA,BAHIA,-11.0892702,-43.1420453,"-11.0892702,-43.1420453",53578
2902807,BARRA DA ESTIVA,29,BA,BAHIA,-13.6269662,-41.3278287,"-13.6269662,-41.3278287",20598
2902906,BARRA DO CHOCA,29,BA,BAHIA,-14.8638173,-40.5761637,"-14.8638173,-40.5761637",31603
2903003,BARRA DO MENDES,29,BA,BAHIA,-11.8053298,-42.0570370,"-11.8053298,-42.057037",13865
2903102,BARRA DO ROCHA,29,BA,BAHIA,-14.2090974,-39.6004395,"-14.2090974,-39.6004395",5714
2903201,BARREIRAS,29,BA,BAHIA,-12.1440031,-44.9967406,"-12.1440031,-44.9967406",155439
2903235,BARRO ALTO,29,BA,BAHIA,-11.9888345,-43.3376870,"-11.9888345,-43.337687",14931
2903276,BARROCAS,29,BA,BAHIA,-11.5165000,-39.0992829,"-11.5165,-39.0992828947368",15978
2903300,BARRO PRETO,29,BA,BAHIA,-14.8068289,-39.4727588,"-14.8068289,-39.4727588",5591
2903409,BELMONTE,29,BA,BAHIA,-15.8630837,-38.8792845,"-15.8630837,-38.8792845",23328
2903508,BELO CAMPO,29,BA,BAHIA,-15.0338286,-41.2585109,"-15.0338286,-41.2585109",17211
2903607,BIRITINGA,29,BA,BAHIA,-11.6227908,-38.8066738,"-11.6227908,-38.8066738",15979
2903706,BOA NOVA,29,BA,BAHIA,-14.3659070,-40.2063056,"-14.365907,-40.2063056",12633
2903805,BOA VISTA DO TUPIM,29,BA,BAHIA,-12.6605988,-40.6083594,"-12.6605988,-40.6083594",18576
2903904,BOM JESUS DA LAPA,29,BA,BAHIA,-13.2505710,-43.4107540,"-13.250571,-43.410754",69148
2903953,BOM JESUS DA SERRA,29,BA,BAHIA,-14.3724084,-40.5047119,"-14.3724084,-40.5047119",9880
2904001,BONINAL,29,BA,BAHIA,-12.7095183,-41.8299984,"-12.7095183,-41.8299984",14368
2904050,BONITO,29,BA,BAHIA,-11.9725039,-42.8436532,"-11.9725039,-42.8436532",16764
2904100,BOQUIRA,29,BA,BAHIA,-12.8184859,-42.7270883,"-12.8184859,-42.7270883",21508
2904209,BOTUPORA,29,BA,BAHIA,-13.3744752,-42.5198469,"-13.3744752,-42.5198469",10211
2904308,BREJOES,29,BA,BAHIA,-13.1033754,-39.7909837,"-13.1033754,-39.7909837",14295
2904407,BREJOLANDIA,29,BA,BAHIA,-12.4843845,-43.9611861,"-12.4843845,-43.9611861",10557
2904506,BROTAS DE MACAUBAS,29,BA,BAHIA,-12.0019007,-42.6257506,"-12.0019007,-42.6257506",10231
2904605,BRUMADO,29,BA,BAHIA,-14.2025099,-41.6701307,"-14.2025099,-41.6701307",67195
2904704,BUERAREMA,29,BA,BAHIA,-14.9571177,-39.3008035,"-14.9571177,-39.3008035",18349
2904753,BURITIRAMA,29,BA,BAHIA,-10.7148421,-43.6362327,"-10.7148421,-43.6362327",21174
2904803,CAATIBA,29,BA,BAHIA,-14.9782759,-40.4092325,"-14.9782759,-40.4092325",6758
2904852,CABACEIRAS DO PARAGUACU,29,BA,BAHIA,-12.5377868,-39.1901339,"-12.5377868,-39.1901339",18807
2904902,CACHOEIRA,29,BA,BAHIA,-9.3099697,-38.8668072,"-9.3099697,-38.8668072",33470
2905008,CACULE,29,BA,BAHIA,-14.4990734,-42.2233006,"-14.4990734,-42.2233006",23170
2905107,CAEM,29,BA,BAHIA,-11.0909658,-40.4322187,"-11.0909658,-40.4322187",9213
2905156,CAETANOS,29,BA,BAHIA,-14.3387456,-40.9085971,"-14.3387456,-40.9085971",15573
2905206,CAETITE,29,BA,BAHIA,-14.0691776,-42.4852428,"-14.0691776,-42.4852428",50975
2905305,CAFARNAUM,29,BA,BAHIA,-11.6913990,-41.4688230,"-11.691399,-41.468823",18437
2905404,CAIRU,29,BA,BAHIA,-13.4860505,-39.0455744,"-13.4860505,-39.0455744",18176
2905503,CALDEIRAO GRANDE,29,BA,BAHIA,-11.0208483,-40.3041387,"-11.0208483,-40.3041387",13327
2905602,CAMACAN,29,BA,BAHIA,-15.4166631,-39.4930088,"-15.4166631,-39.4930088",31988
2905701,CAMACARI,29,BA,BAHIA,-12.6996254,-38.2620988,"-12.69962545,-38.2620988082873",299132
2905800,CAMAMU,29,BA,BAHIA,-13.9438142,-39.1060917,"-13.9438142,-39.1060917",35316
2905909,CAMPO ALEGRE DE LOURDES,29,BA,BAHIA,-9.5160326,-43.0101338,"-9.5160326,-43.0101338",28798
2906006,CAMPO FORMOSO,29,BA,BAHIA,-8.7574244,-41.3201165,"-8.7574244,-41.3201165",71206
2906105,CANAPOLIS,29,BA,BAHIA,-13.0724540,-44.2009490,"-13.072454,-44.200949",9711
2906204,CANARANA,29,BA,BAHIA,-11.6870151,-41.7683675,"-11.6870151,-41.7683675",26176
2906303,CANAVIEIRAS,29,BA,BAHIA,-15.6162175,-39.0848532,"-15.61621745,-39.0848532130444",31099
2906402,CANDEAL,29,BA,BAHIA,-11.8053441,-39.1206515,"-11.8053441,-39.1206515",8258
2906501,CANDEIAS,29,BA,BAHIA,-12.6693806,-38.5406462,"-12.6693806,-38.5406462",87076
2906600,CANDIBA,29,BA,BAHIA,-14.4125032,-42.8714102,"-14.4125032,-42.8714102",14319
2906709,CANDIDO SALES,29,BA,BAHIA,-15.5037649,-41.2391141,"-15.5037649,-41.2391141",25189
2906808,CANSANCAO,29,BA,BAHIA,-10.6671448,-39.4981990,"-10.6671448,-39.498199",34834
2906824,CANUDOS,29,BA,BAHIA,-10.9480007,-43.0130314,"-10.9480007,-43.0130314",16668
2906857,CAPELA DO ALTO ALEGRE,29,BA,BAHIA,-11.6703944,-39.8362745,"-11.6703944,-39.8362745",11637
2906873,CAPIM GROSSO,29,BA,BAHIA,-10.2983430,-43.4936520,"-10.298343,-43.493652",30662
2906899,CARAIBAS,29,BA,BAHIA,-9.3635595,-39.0846736,"-9.3635595,-39.0846736",8951
2906907,CARAVELAS,29,BA,BAHIA,-17.7296514,-39.2660082,"-17.7296514,-39.2660082",22016
2907004,CARDEAL DA SILVA,29,BA,BAHIA,-11.9428154,-37.9494462,"-11.9428154,-37.9494462",9295
2907103,CARINHANHA,29,BA,BAHIA,-14.2985240,-43.7723490,"-14.298524,-43.772349",29018
2907202,CASA NOVA,29,BA,BAHIA,-9.1736775,-40.9734475,"-9.1736775,-40.9734475",71969
2907301,CASTRO ALVES,29,BA,BAHIA,-12.7616941,-39.4281088,"-12.7616941,-39.4281088",26264
2907400,CATOLANDIA,29,BA,BAHIA,-12.3150880,-44.8616434,"-12.315088,-44.8616434",3577
2907509,CATU,29,BA,BAHIA,-12.3512740,-38.3791080,"-12.351274,-38.379108",54704
2907558,CATURAMA,29,BA,BAHIA,-13.3309299,-42.2927623,"-13.3309299,-42.2927623",9329
2907608,CENTRAL,29,BA,BAHIA,-11.1354260,-42.1110123,"-11.135426,-42.1110123",17266
2907707,CHORROCHO,29,BA,BAHIA,-8.9774059,-39.0993132,"-8.9774059,-39.0993132",11177
2907806,CICERO DANTAS,29,BA,BAHIA,-10.5932265,-38.3834411,"-10.5932265,-38.3834411",32515
2907905,CIPO,29,BA,BAHIA,-11.0990534,-38.5153006,"-11.0990534,-38.5153006",17300
2908002,COARACI,29,BA,BAHIA,-14.6407979,-39.5496765,"-14.6407979,-39.5496765",16993
2908101,COCOS,29,BA,BAHIA,-14.1811222,-44.5382117,"-14.1811222,-44.5382117",18777
2908200,CONCEICAO DA FEIRA,29,BA,BAHIA,-12.5013001,-39.0002166,"-12.5013001,-39.0002166",22581
2908309,CONCEICAO DO ALMEIDA,29,BA,BAHIA,-12.7772763,-39.1692214,"-12.7772763,-39.1692214",17247
2908408,CONCEICAO DO COITE,29,BA,BAHIA,-11.5629384,-39.2839543,"-11.5629384,-39.2839543",66612
2908507,CONCEICAO DO JACUIPE,29,BA,BAHIA,-12.3268310,-38.7684330,"-12.326831,-38.768433",33153
2908606,CONDE,29,BA,BAHIA,-11.8129758,-37.6138705,"-11.8129758,-37.6138705",25837
2908705,CONDEUBA,29,BA,BAHIA,-14.9022270,-41.9718290,"-14.902227,-41.971829",17247
2908804,CONTENDAS DO SINCORA,29,BA,BAHIA,-13.7612283,-41.0421315,"-13.7612283,-41.0421315",4066
2908903,CORACAO DE MARIA,29,BA,BAHIA,-15.2632849,-39.3526753,"-15.2632849,-39.3526753",22605
2909000,CORDEIROS,29,BA,BAHIA,-15.0397219,-41.9314228,"-15.0397219,-41.9314228",8614
2909109,CORIBE,29,BA,BAHIA,-13.8284710,-44.4572700,"-13.828471,-44.45727",14194
2909208,CORONEL JOAO SA,29,BA,BAHIA,-10.2856387,-37.9259435,"-10.2856387,-37.9259435",15895 (11)
2909307,CORRENTINA,29,BA,BAHIA,-13.3441570,-44.6345066,"-13.344157,-44.6345066",32137
2909406,COTEGIPE,29,BA,BAHIA,-12.0315387,-44.2604010,"-12.0315387,-44.260401",13782
2909505,CRAVOLANDIA,29,BA,BAHIA,-13.3576247,-39.8153954,"-13.3576247,-39.8153954",5349
2909604,CRISOPOLIS,29,BA,BAHIA,-11.5105813,-38.1506278,"-11.5105813,-38.1506278",21103
2909703,CRISTOPOLIS,29,BA,BAHIA,-12.2349301,-44.4160811,"-12.2349301,-44.4160811",13910
2909802,CRUZ DAS ALMAS,29,BA,BAHIA,-12.6722649,-39.1053665,"-12.6722649,-39.1053665",63239
2909901,CURACA,29,BA,BAHIA,-8.9925655,-39.9053169,"-8.9925655,-39.9053169",34700
2910008,DARIO MEIRA,29,BA,BAHIA,-14.4332181,-39.9028712,"-14.4332181,-39.9028712",10710
2910057,DIAS D'AVILA,29,BA,BAHIA,-12.6107233,-38.3028518,"-12.6107233,-38.3028518",81089
2910107,DOM BASILIO,29,BA,BAHIA,-13.7589818,-41.7715676,"-13.7589818,-41.7715676",12199
2910206,DOM MACEDO COSTA,29,BA,BAHIA,-12.9078060,-39.1905875,"-12.907806,-39.1905875",4058
2910305,ELISIO MEDRADO,29,BA,BAHIA,-12.9469824,-39.5204310,"-12.9469824,-39.520431",8122
2910404,ENCRUZILHADA,29,BA,BAHIA,-15.5322113,-40.9072488,"-15.5322113,-40.9072488",17006
2910503,ENTRE RIOS,29,BA,BAHIA,-11.9423743,-38.0836985,"-11.9423743,-38.0836985",41780
2910602,ESPLANADA,29,BA,BAHIA,-11.8006140,-37.9453000,"-11.800614,-37.9453",37237
