data,cidade,confirmado,suspeitos,obitos
2020-04-02, TRAIRI , 0 , 6 , 0 
2020-04-02, MARACANAU , 12 , 82 , 1 
2020-04-02, VARJOTA , 0 , 3 , 0 
2020-04-02, LAVRAS DA MANGABEIRA , 0 , 5 , 0 
2020-04-02, AMONTADA , 0 , 14 , 0 
2020-04-02, CASCAVEL , 0 , 24 , 0 
2020-04-02, PINDORETAMA , 0 , 27 , 0 
2020-04-02, GRANJA , 0 , 8 , 0 
2020-04-02, SENADOR SA , 0 , 1 , 0 
2020-04-02, IPUEIRAS , 0 , 7 , 0 
2020-04-02, JAGUARIBARA , 0 , 4 , 0 
2020-04-02, BOA VIAGEM , 0 , 9 , 0 
2020-04-02, PACUJA , 0 , 4 , 0 
2020-04-02, ARARENDA , 0 , 1 , 0 
2020-04-02, PACATUBA , 1 , 22 , 0 
2020-04-02, JAGUARETAMA , 0 , 5 , 0 
2020-04-02, MILAGRES , 0 , 3 , 0 
2020-04-02, CROATA , 0 , 1 , 0 
2020-04-02, PENAFORTE , 0 , 2 , 0 
2020-04-02, MASSAPE , 0 , 32 , 0 
2020-04-02, QUITERIANOPOLIS , 0 , 6 , 0 
2020-04-02, ITAPIUNA , 0 , 2 , 0 
2020-04-02, FRECHEIRINHA , 0 , 5 , 0 
2020-04-02, VARZEA ALEGRE , 0 , 2 , 0 
2020-04-02, IPU , 0 , 4 , 0 
2020-04-02, JIJOCA DE JERICOACOARA , 0 , 5 , 0 
2020-04-02, APUIARES , 0 , 3 , 0 
2020-04-02, ARNEIROZ , 0 , 1 , 0 
2020-04-02, BELA CRUZ , 0 , 3 , 0 
2020-04-02, EUSEBIO , 0 , 62 , 1 
2020-04-02, JARDIM , 0 , 3 , 0 
2020-04-02, AQUIRAZ , 17 , 52 , 0 
2020-04-02, CHORÓ , 0 , 1 , 0 
2020-04-02, SAO GONCALO DO AMARANTE , 0 , 11 , 0 
2020-04-02, ITATIRA , 0 , 5 , 0 
2020-04-02, PARAIPABA , 0 , 6 , 0 
2020-04-02, INDEPENDENCIA , 0 , 1 , 0 
2020-04-02, ARACOIABA , 0 , 16 , 0 
2020-04-02, MAURITI , 1 , 4 , 0 
2020-04-02, BARBALHA , 0 , 33 , 0 
2020-04-02, OCARA , 0 , 4 , 0 
2020-04-02, SOBRAL , 5 , 337 , 0 
2020-04-02, QUIXERE , 0 , 12 , 0 
2020-04-02, PACOTI , 0 , 7 , 0 
2020-04-02, JAGUARUANA , 0 , 12 , 0 
2020-04-02, BEBERIBE , 1 , 22 , 0 
2020-04-02, UBAJARA , 0 , 4 , 0 
2020-04-02, MONSENHOR TABOSA , 0 , 2 , 0 
2020-04-02, NOVA OLINDA , 0 , 2 , 0 
2020-04-02, ALTO SANTO , 0 , 1 , 0 
2020-04-02, ITAPIPOCA , 1 , 40 , 0 
2020-04-02, PARAMOTI , 0 , 5 , 0 
2020-04-02, LIMOEIRO DO NORTE , 0 , 10 , 0 
2020-04-02, REDENCAO , 0 , 8 , 0 
2020-04-02, CATUNDA , 0 , 1 , 0 
2020-04-02, BARROQUINHA , 0 , 7 , 0 
2020-04-02, NOVO ORIENTE , 0 , 1 , 0 
2020-04-02, SOLONOPOLE , 0 , 2 , 0 
2020-04-02, HIDROLANDIA , 0 , 4 , 0 
2020-04-02, HORIZONTE , 0 , 26 , 0 
2020-04-02, BARREIRA , 0 , 6 , 0 
2020-04-02, FORTIM , 1 , 3 , 0 
2020-04-02, SANTANA DO ACARAU , 0 , 24 , 0 
2020-04-02, GUARAMIRANGA , 0 , 3 , 0 
2020-04-02, CHOROZINHO , 0 , 3 , 0 
2020-04-02, SANTANA DO CARIRI , 0 , 1 , 0 
2020-04-02, BANABUIU , 0 , 4 , 0 
2020-04-02, FORQUILHA , 0 , 10 , 0 
2020-04-02, PARACURU , 0 , 3 , 0 
2020-04-02, ICO , 2 , 14 , 0 
2020-04-02, MARTINOPOLE , 0 , 1 , 0 
2020-04-02, UMIRIM , 0 , 1 , 0 
2020-04-02, PACAJUS , 0 , 41 , 0 
2020-04-02, ALCANTARAS , 0 , 1 , 0 
2020-04-02, IGUATU , 0 , 20 , 0 
2020-04-02, PENTECOSTE , 0 , 4 , 0 
2020-04-02, AURORA , 0 , 4 , 0 
2020-04-02, VICOSA DO CEARA , 0 , 5 , 0 
2020-04-02, ASSARE , 0 , 2 , 0 
2020-04-02, TAUA , 0 , 29 , 0 
2020-04-02, PEREIRO , 0 , 2 , 0 
2020-04-02, BREJO SANTO , 0 , 11 , 0 
2020-04-02, JUCAS , 0 , 4 , 0 
2020-04-02, GRACA , 0 , 1 , 0 
2020-04-02, CATARINA , 0 , 2 , 0 
2020-04-02, CRATO , 0 , 38 , 0 
2020-04-02, MADALENA , 0 , 8 , 0 
2020-04-02, IBARETAMA , 0 , 5 , 0 
2020-04-02, CARIRE , 0 , 8 , 0 
2020-04-02, QUIXELO , 0 , 5 , 0 
2020-04-02, RERIUTABA , 0 , 2 , 0 
2020-04-02, FORTALEZA , 602 , 3734 , 21 
2020-04-02, NOVA RUSSAS , 0 , 1 , 0 
2020-04-02, PORANGA , 0 , 2 , 0 
2020-04-02, BAIXIO , 0 , 2 , 0 
2020-04-02, CAMPOS SALES , 0 , 3 , 0 
2020-04-02, MERUOCA , 0 , 11 , 0 
2020-04-02, IPAPORANGA , 0 , 3 , 0 
2020-04-02, MORAUJO , 0 , 7 , 0 
2020-04-02, ARACATI , 0 , 32 , 0 
2020-04-02, SAO JOAO DO JAGUARIBE , 0 , 1 , 0 
2020-04-02, PALHANO , 0 , 1 , 0 
2020-04-02, GUAIÚBA , 0 , 6 , 0 
2020-04-02, SAO BENEDITO , 0 , 6 , 0 
2020-04-02, URUBURETAMA , 0 , 6 , 0 
2020-04-02, IBIAPINA , 0 , 8 , 0 
2020-04-02, BATURITÉ , 0 , 6 , 0 
2020-04-02, TURURU , 0 , 6 , 0 
