data,cidade,confirmado,suspeitos,obitos
2020-04-02, Sem informação , 1 , 49 , 0 
2020-04-02, CAMOCIM , 0 , 14 , 0 
2020-04-02, ABAIARA , 0 , 1 , 0 
2020-04-02, ITAICABA , 0 , 2 , 0 
2020-04-02, MULUNGU , 0 , 14 , 0 
2020-04-02, CAUCAIA , 5 , 158 , 0 
2020-04-02, CARIDADE , 0 , 5 , 0 
2020-04-02, SALITRE , 0 , 1 , 0 
2020-04-02, SAO LUÍS DO CURU , 0 , 6 , 0 
2020-04-02, MORADA NOVA , 0 , 14 , 0 
2020-04-02, CARNAUBAL , 0 , 2 , 0 
2020-04-02, CEDRO , 0 , 4 , 0 
2020-04-02, ITAREMA , 0 , 10 , 0 
2020-04-02, QUIXADA , 2 , 21 , 0 
2020-04-02, ITAPAJE , 1 , 1 , 0 
2020-04-02, ANTONINA DO NORTE , 0 , 1 , 0 
2020-04-02, ITAITINGA , 1 , 22 , 0 
2020-04-02, CRUZ , 0 , 7 , 0 
2020-04-02, TARRAFAS , 0 , 2 , 0 
2020-04-02, SANTA QUITERIA , 1 , 16 , 1 
2020-04-02, ACARAPE , 0 , 4 , 0 
2020-04-02, ALTANEIRA , 0 , 2 , 0 
2020-04-02, GUARACIABA DO NORTE , 0 , 6 , 0 
2020-04-02, CANINDE , 1 , 60 , 0 
2020-04-02, COREAU , 0 , 6 , 0 
2020-04-02, MARCO , 0 , 6 , 0 
2020-04-02, CAPISTRANO , 0 , 3 , 0 
2020-04-02, ERERE , 0 , 1 , 0 
2020-04-02, POTENGI , 0 , 2 , 0 
2020-04-02, FARIAS BRITO , 0 , 3 , 1 
2020-04-02, TEJUCUOCA , 0 , 4 , 0 
2020-04-02, MARANGUAPE , 1 , 53 , 0 
2020-04-02, MILHA , 0 , 1 , 0 
2020-04-02, JAGUARIBE , 1 , 12 , 1 
2020-04-02, CARIUS , 1 , 4 , 0 
2020-04-02, RUSSAS , 0 , 28 , 0 
2020-04-02, PEDRA BRANCA , 0 , 3 , 0 
2020-04-02, SABOEIRO , 0 , 1 , 0 
2020-04-02, CRATEUS , 0 , 35 , 0 
2020-04-02, MIRAIMA , 0 , 1 , 0 
2020-04-02, ACARAU , 0 , 24 , 0 
2020-04-02, PALMACIA , 0 , 1 , 0 
2020-04-02, TIANGUA , 1 , 14 , 1 
2020-04-02, IRAUCUBA , 0 , 7 , 0 
2020-04-02, URUOCA , 0 , 14 , 0 
2020-04-02, JUAZEIRO DO NORTE , 1 , 52 , 0 
2020-04-02, BARRO , 0 , 4 , 0 
2020-04-02, PIQUET CARNEIRO , 0 , 1 , 0 
2020-04-02, TABULEIRO DO NORTE , 0 , 7 , 0 
2020-04-02, UMARI , 0 , 1 , 0 
2020-04-02, GROAIRAS , 0 , 3 , 0 
2020-04-02, CHAVAL , 0 , 1 , 0 
2020-04-02, PIRES FERREIRA , 0 , 4 , 0 
2020-04-02, QUIXERAMOBIM , 0 , 7 , 0 
2020-04-02, MORRINHOS , 0 , 5 , 0 
2020-04-02, SENADOR POMPEU , 0 , 4 , 0 
2020-04-02, IBICUITINGA , 0 , 2 , 0 
2020-04-02, ICAPUI , 0 , 11 , 0 
2020-04-02, TAMBORIL , 0 , 4 , 0 
2020-04-02, MISSAO VELHA , 0 , 4 , 0 
2020-04-02, MOMBACA , 0 , 5 , 0 
2020-04-02, MUCAMBO , 0 , 32 , 0 
2020-04-02, PARAMBU , 0 , 3 , 0 
2020-04-02, ACOPIARA , 0 , 10 , 0 
2020-04-02, CARIRIACU , 0 , 4 , 0 
2020-04-02, ARATUBA , 0 , 2 , 0 
