data,cidade,confirmado,suspeitos,obitos
2020-04-09, FORTALEZA , 1324 , 6060 , 50 
2020-04-09, AQUIRAZ , 28 , 72 , 0 
2020-04-09, Sem informação , 20 , 49 , 0 
2020-04-09, CAUCAIA , 20 , 236 , 1 
2020-04-09, MARACANAU , 20 , 126 , 1 
2020-04-09, SOBRAL , 14 , 388 , 0 
2020-04-09, HORIZONTE , 7 , 52 , 1 
2020-04-09, QUIXADA , 6 , 33 , 0 
2020-04-09, IGUATU , 5 , 30 , 2 
2020-04-09, ITAITINGA , 3 , 38 , 1 
2020-04-09, JAGUARIBE , 3 , 20 , 1 
2020-04-09, JUAZEIRO DO NORTE , 3 , 72 , 0 
2020-04-09, EUSEBIO , 3 , 100 , 2 
2020-04-09, ICO , 3 , 17 , 0 
2020-04-09, SANTA QUITERIA , 2 , 17 , 1 
2020-04-09, MARANGUAPE , 2 , 71 , 0 
2020-04-09, CARIUS , 2 , 7 , 1 
2020-04-09, IPUEIRAS , 2 , 11 , 0 
2020-04-09, PACATUBA , 2 , 35 , 0 
2020-04-09, NOVO ORIENTE , 2 , 5 , 0 
2020-04-09, ARACATI , 2 , 49 , 1 
2020-04-09, ITAICABA , 1 , 2 , 0 
2020-04-09, ITAPAJE , 1 , 2 , 0 
2020-04-09, GUARACIABA DO NORTE , 1 , 9 , 0 
2020-04-09, CANINDE , 1 , 89 , 0 
2020-04-09, FARIAS BRITO , 1 , 4 , 1 
2020-04-09, PEDRA BRANCA , 1 , 3 , 0 
2020-04-09, CRATEUS , 1 , 57 , 0 
2020-04-09, TIANGUA , 1 , 21 , 1 
2020-04-09, TABULEIRO DO NORTE , 1 , 8 , 0 
2020-04-09, QUIXERAMOBIM , 1 , 19 , 0 
2020-04-09, SENADOR POMPEU , 1 , 6 , 0 
2020-04-09, ICAPUI , 1 , 17 , 0 
2020-04-09, MOMBACA , 1 , 6 , 0 
2020-04-09, LAVRAS DA MANGABEIRA , 1 , 7 , 0 
