data,cidade,confirmado,suspeitos,obitos
2020-04-13, ABAIARA , 0 , 4 , 0 
2020-04-13, ACARAPE , 0 , 4 , 0 
2020-04-13, ACARAU , 0 , 28 , 0 
2020-04-13, ACOPIARA , 1 , 13 , 0 
2020-04-13, AIUABA , 0 , 1 , 0 
2020-04-13, ALCANTARAS , 0 , 9 , 0 
2020-04-13, ALTANEIRA , 0 , 2 , 0 
2020-04-13, ALTO SANTO , 0 , 6 , 0 
2020-04-13, AMONTADA , 1 , 15 , 0 
2020-04-13, APUIARES , 0 , 1 , 0 
2020-04-13, AQUIRAZ , 30 , 67 , 0 
2020-04-13, ARACATI , 3 , 65 , 1 
2020-04-13, ARACOIABA , 0 , 21 , 0 
2020-04-13, ARARENDA , 0 , 8 , 0 
2020-04-13, ARARIPE , 0 , 4 , 0 
2020-04-13, ARATUBA , 0 , 1 , 0 
2020-04-13, ARNEIROZ , 0 , 5 , 0 
2020-04-13, AURORA , 0 , 6 , 0 
2020-04-13, BAIXIO , 0 , 2 , 0 
2020-04-13, BANABUIU , 0 , 3 , 0 
2020-04-13, BARBALHA , 0 , 37 , 0 
2020-04-13, BARREIRA , 0 , 4 , 0 
2020-04-13, BARRO , 0 , 5 , 0 
2020-04-13, BARROQUINHA , 1 , 10 , 0 
2020-04-13, BATURITÉ , 0 , 17 , 0 
2020-04-13, BEBERIBE , 2 , 19 , 0 
2020-04-13, BELA CRUZ , 0 , 8 , 0 
2020-04-13, BOA VIAGEM , 0 , 16 , 0 
2020-04-13, BREJO SANTO , 0 , 6 , 0 
2020-04-13, CAMOCIM , 0 , 13 , 0 
2020-04-13, CAMPOS SALES , 0 , 5 , 0 
2020-04-13, CANINDE , 1 , 79 , 0 
2020-04-13, CAPISTRANO , 0 , 3 , 0 
2020-04-13, CARIDADE , 0 , 9 , 0 
2020-04-13, CARIRE , 0 , 9 , 0 
2020-04-13, CARIRIACU , 0 , 7 , 0 
2020-04-13, CARIUS , 2 , 9 , 1 
2020-04-13, CARNAUBAL , 0 , 3 , 0 
2020-04-13, CASCAVEL , 1 , 36 , 0 
2020-04-13, CATARINA , 1 , 4 , 0 
2020-04-13, CAUCAIA , 31 , 309 , 1 
2020-04-13, CEDRO , 0 , 4 , 0 
2020-04-13, CHAVAL , 0 , 1 , 0 
2020-04-13, CHOROZINHO , 0 , 8 , 0 
2020-04-13, COREAU , 0 , 16 , 0 
2020-04-13, CRATEUS , 1 , 55 , 0 
2020-04-13, CRATO , 2 , 46 , 0 
2020-04-13, CROATA , 1 , 3 , 0 
2020-04-13, CRUZ , 0 , 12 , 0 
2020-04-13, DEPUTADO IRAPUAN PINHEIRO , 0 , 1 , 0 
2020-04-13, ERERE , 0 , 1 , 0 
2020-04-13, EUSEBIO , 7 , 81 , 2 
2020-04-13, FARIAS BRITO , 1 , 5 , 1 
2020-04-13, FORQUILHA , 0 , 14 , 0 
2020-04-13, FORTALEZA , 1686 , 6464 , 78 
2020-04-13, FORTIM , 1 , 3 , 0 
2020-04-13, FRECHEIRINHA , 0 , 7 , 0 
2020-04-13, GRANJA , 0 , 13 , 0 
2020-04-13, GRANJEIRO , 0 , 3 , 0 
2020-04-13, GROAIRAS , 0 , 4 , 0 
2020-04-13, GUAIÚBA , 0 , 4 , 0 
