data,cidade,confirmado,suspeitos,obitos
2020-04-13, GUARACIABA DO NORTE , 1 , 7 , 0 
2020-04-13, GUARAMIRANGA , 0 , 3 , 0 
2020-04-13, HIDROLANDIA , 0 , 4 , 0 
2020-04-13, HORIZONTE , 7 , 74 , 1 
2020-04-13, IBARETAMA , 0 , 8 , 0 
2020-04-13, IBIAPINA , 0 , 6 , 0 
2020-04-13, IBICUITINGA , 0 , 3 , 0 
2020-04-13, ICAPUI , 1 , 16 , 0 
2020-04-13, ICO , 3 , 13 , 0 
2020-04-13, IGUATU , 7 , 31 , 3 
2020-04-13, INDEPENDENCIA , 2 , 4 , 0 
2020-04-13, IPAPORANGA , 1 , 5 , 0 
2020-04-13, IPAUMIRIM , 0 , 4 , 0 
2020-04-13, IPU , 0 , 5 , 0 
2020-04-13, IPUEIRAS , 2 , 7 , 0 
2020-04-13, IRACEMA , 0 , 2 , 0 
2020-04-13, IRAUCUBA , 0 , 12 , 0 
2020-04-13, ITAICABA , 1 , 1 , 0 
2020-04-13, ITAITINGA , 5 , 63 , 1 
2020-04-13, ITAPAJE , 1 , 3 , 0 
2020-04-13, ITAPIPOCA , 2 , 28 , 0 
2020-04-13, ITAPIUNA , 0 , 4 , 0 
2020-04-13, ITAREMA , 1 , 13 , 0 
2020-04-13, ITATIRA , 0 , 8 , 0 
2020-04-13, JAGUARETAMA , 0 , 3 , 0 
2020-04-13, JAGUARIBARA , 0 , 7 , 0 
2020-04-13, JAGUARIBE , 5 , 15 , 2 
2020-04-13, JAGUARUANA , 0 , 16 , 0 
2020-04-13, JARDIM , 0 , 3 , 0 
2020-04-13, JIJOCA DE JERICOACOARA , 0 , 10 , 0 
2020-04-13, JUAZEIRO DO NORTE , 3 , 59 , 0 
2020-04-13, JUCAS , 0 , 6 , 0 
2020-04-13, LAVRAS DA MANGABEIRA , 1 , 9 , 0 
2020-04-13, LIMOEIRO DO NORTE , 4 , 26 , 3 
2020-04-13, MADALENA , 0 , 10 , 0 
2020-04-13, MARACANAU , 25 , 178 , 1 
2020-04-13, MARANGUAPE , 5 , 71 , 2 
2020-04-13, MARCO , 0 , 7 , 0 
2020-04-13, MARTINOPOLE , 0 , 4 , 0 
2020-04-13, MASSAPE , 0 , 27 , 0 
2020-04-13, MAURITI , 1 , 9 , 0 
2020-04-13, MERUOCA , 0 , 5 , 0 
2020-04-13, MILAGRES , 0 , 6 , 0 
2020-04-13, MIRAIMA , 0 , 2 , 0 
2020-04-13, MISSAO VELHA , 0 , 2 , 0 
2020-04-13, MOMBACA , 3 , 7 , 0 
2020-04-13, MONSENHOR TABOSA , 0 , 2 , 0 
2020-04-13, MORADA NOVA , 0 , 6 , 0 
2020-04-13, MORAUJO , 0 , 10 , 0 
2020-04-13, MORRINHOS , 0 , 1 , 0 
2020-04-13, MUCAMBO , 0 , 8 , 0 
2020-04-13, MULUNGU , 0 , 12 , 0 
2020-04-13, NOVA OLINDA , 0 , 5 , 0 
2020-04-13, NOVA RUSSAS , 0 , 4 , 0 
2020-04-13, NOVO ORIENTE , 2 , 5 , 0 
2020-04-13, OCARA , 0 , 9 , 0 
2020-04-13, OROS , 0 , 1 , 0 
2020-04-13, PACAJUS , 1 , 39 , 0 
2020-04-13, PACATUBA , 2 , 43 , 0 
2020-04-13, PACOTI , 0 , 7 , 0 
2020-04-13, PACUJA , 0 , 5 , 0 
2020-04-13, PALHANO , 0 , 1 , 0 
2020-04-13, PALMACIA , 0 , 1 , 0 
2020-04-13, PARACURU , 0 , 5 , 0 
2020-04-13, PARAIPABA , 0 , 3 , 0 
2020-04-13, PARAMBU , 0 , 12 , 0 
2020-04-13, PARAMOTI , 0 , 8 , 0 
2020-04-13, PEDRA BRANCA , 0 , 6 , 0 
2020-04-13, PENAFORTE , 0 , 1 , 0 
2020-04-13, PENTECOSTE , 0 , 12 , 0 
2020-04-13, PEREIRO , 0 , 7 , 0 
2020-04-13, PINDORETAMA , 1 , 30 , 0 
2020-04-13, PIQUET CARNEIRO , 0 , 5 , 0 
2020-04-13, PORANGA , 0 , 5 , 0 
2020-04-13, PORTEIRAS , 0 , 1 , 0 
2020-04-13, POTENGI , 0 , 5 , 0 
2020-04-13, POTIRETAMA , 0 , 1 , 0 
2020-04-13, QUITERIANOPOLIS , 0 , 10 , 0 
2020-04-13, QUIXADA , 7 , 42 , 0 
2020-04-13, QUIXELO , 0 , 7 , 0 
2020-04-13, QUIXERAMOBIM , 3 , 29 , 1 
2020-04-13, QUIXERE , 2 , 21 , 0 
2020-04-13, REDENCAO , 0 , 7 , 0 
2020-04-13, RERIUTABA , 0 , 3 , 0 
2020-04-13, RUSSAS , 3 , 44 , 0 
2020-04-13, SABOEIRO , 0 , 3 , 0 
2020-04-13, SALITRE , 0 , 2 , 0 
2020-04-13, SANTANA DO ACARAU , 1 , 20 , 0 
2020-04-13, SANTANA DO CARIRI , 0 , 1 , 0 
2020-04-13, SANTA QUITERIA , 1 , 9 , 1 
2020-04-13, SAO BENEDITO , 0 , 10 , 0 
2020-04-13, SAO GONCALO DO AMARANTE , 0 , 19 , 0 
2020-04-13, SAO JOAO DO JAGUARIBE , 0 , 3 , 0 
2020-04-13, SAO LUÍS DO CURU , 1 , 5 , 0 
2020-04-13, SENADOR POMPEU , 2 , 12 , 0 
2020-04-13, SENADOR SA , 1 , 2 , 0 
2020-04-13, SOBRAL , 17 , 245 , 0 
2020-04-13, SOLONOPOLE , 0 , 4 , 0 
2020-04-13, TABULEIRO DO NORTE , 1 , 5 , 0 
2020-04-13, TAMBORIL , 0 , 7 , 0 
2020-04-13, TARRAFAS , 0 , 2 , 0 
2020-04-13, TAUA , 0 , 52 , 0 
2020-04-13, TEJUCUOCA , 0 , 2 , 0 
2020-04-13, TIANGUA , 3 , 16 , 1 
2020-04-13, TRAIRI , 1 , 10 , 0 
2020-04-13, TURURU , 0 , 6 , 0 
2020-04-13, UBAJARA , 0 , 2 , 0 
2020-04-13, UMARI , 0 , 1 , 0 
2020-04-13, UMIRIM , 0 , 3 , 0 
2020-04-13, URUBURETAMA , 0 , 5 , 0 
2020-04-13, URUOCA , 0 , 7 , 0 
2020-04-13, VARJOTA , 0 , 6 , 0 
2020-04-13, VARZEA ALEGRE , 1 , 11 , 0 
2020-04-13, VICOSA DO CEARA , 0 , 11 , 0 
2020-04-13, Sem informação , 30 , 2307 , 0 
2020-04-13, GRACA , 1 , 0 , 0 
