data,cidade,confirmado,suspeitos,obitos
2020-04-08, FORTALEZA , 1243 , 5686 , 48 
2020-04-08, AQUIRAZ , 28 , 72 , 0 
2020-04-08, CAUCAIA , 18 , 226 , 1 
2020-04-08, MARACANAU , 18 , 120 , 1 
2020-04-08, Sem informação , 16 , 49 , 0 
2020-04-08, SOBRAL , 14 , 380 , 0 
2020-04-08, QUIXADA , 6 , 33 , 0 
2020-04-08, HORIZONTE , 6 , 49 , 1 
2020-04-08, IGUATU , 5 , 30 , 1 
2020-04-08, ITAITINGA , 3 , 36 , 1 
2020-04-08, JAGUARIBE , 3 , 20 , 1 
2020-04-08, JUAZEIRO DO NORTE , 3 , 71 , 0 
2020-04-08, EUSEBIO , 3 , 96 , 2 
2020-04-08, ICO , 3 , 17 , 0 
2020-04-08, SANTA QUITERIA , 2 , 17 , 1 
2020-04-08, MARANGUAPE , 2 , 70 , 0 
2020-04-08, CARIUS , 2 , 7 , 1 
2020-04-08, IPUEIRAS , 2 , 11 , 0 
2020-04-08, PACATUBA , 2 , 31 , 0 
2020-04-08, NOVO ORIENTE , 2 , 5 , 0 
2020-04-08, ARACATI , 2 , 48 , 1 
2020-04-08, ITAICABA , 1 , 2 , 0 
2020-04-08, ITAPAJE , 1 , 2 , 0 
2020-04-08, GUARACIABA DO NORTE , 1 , 9 , 0 
2020-04-08, CANINDE , 1 , 89 , 0 
2020-04-08, FARIAS BRITO , 1 , 4 , 1 
2020-04-08, PEDRA BRANCA , 1 , 3 , 0 
2020-04-08, CRATEUS , 1 , 54 , 0 
2020-04-08, TIANGUA , 1 , 19 , 1 
2020-04-08, QUIXERAMOBIM , 1 , 17 , 0 
2020-04-08, SENADOR POMPEU , 1 , 6 , 0 
2020-04-08, ICAPUI , 1 , 16 , 0 
2020-04-08, MOMBACA , 1 , 5 , 0 
2020-04-08, LAVRAS DA MANGABEIRA , 1 , 6 , 0 
2020-04-08, AMONTADA , 1 , 15 , 0 
2020-04-08, CASCAVEL , 1 , 33 , 0 
2020-04-08, PINDORETAMA , 1 , 32 , 0 
2020-04-08, CROATA , 1 , 1 , 0 
2020-04-08, MAURITI , 1 , 5 , 0 
2020-04-08, BEBERIBE , 1 , 25 , 0 
2020-04-08, ITAPIPOCA , 1 , 48 , 0 
2020-04-08, LIMOEIRO DO NORTE , 1 , 18 , 0 
2020-04-08, FORTIM , 1 , 3 , 0 
2020-04-08, SANTANA DO ACARAU , 1 , 29 , 0 
2020-04-08, CATARINA , 1 , 3 , 0 
2020-04-08, IPAPORANGA , 1 , 6 , 0 
2020-04-08, CAMOCIM , 0 , 14 , 0 
2020-04-08, IPAUMIRIM , 0 , 1 , 0 
2020-04-08, ABAIARA , 0 , 2 , 0 
2020-04-08, MULUNGU , 0 , 15 , 0 
2020-04-08, CARIDADE , 0 , 8 , 0 
2020-04-08, SALITRE , 0 , 1 , 0 
2020-04-08, SAO LUÍS DO CURU , 0 , 6 , 0 
2020-04-08, MORADA NOVA , 0 , 15 , 0 
2020-04-08, CARNAUBAL , 0 , 3 , 0 
2020-04-08, CEDRO , 0 , 6 , 0 
2020-04-08, ITAREMA , 0 , 14 , 0 
2020-04-08, ANTONINA DO NORTE , 0 , 1 , 0 
2020-04-08, CRUZ , 0 , 9 , 0 
2020-04-08, TARRAFAS , 0 , 3 , 0 
2020-04-08, ACARAPE , 0 , 6 , 0 
2020-04-08, ALTANEIRA , 0 , 2 , 0 
2020-04-08, COREAU , 0 , 13 , 0 
2020-04-08, MARCO , 0 , 7 , 0 
2020-04-08, CAPISTRANO , 0 , 3 , 0 
2020-04-08, ERERE , 0 , 2 , 0 
2020-04-08, POTENGI , 0 , 2 , 0 
2020-04-08, TEJUCUOCA , 0 , 4 , 0 
2020-04-08, MILHA , 0 , 1 , 0 
2020-04-08, RUSSAS , 0 , 43 , 0 
2020-04-08, SABOEIRO , 0 , 2 , 0 
2020-04-08, MIRAIMA , 0 , 1 , 0 
2020-04-08, ACARAU , 0 , 33 , 0 
2020-04-08, PALMACIA , 0 , 1 , 0 
2020-04-08, IRAUCUBA , 0 , 11 , 0 
2020-04-08, URUOCA , 0 , 15 , 0 
2020-04-08, BARRO , 0 , 4 , 0 
2020-04-08, PIQUET CARNEIRO , 0 , 2 , 0 
2020-04-08, TABULEIRO DO NORTE , 0 , 8 , 0 
2020-04-08, UMARI , 0 , 2 , 0 
2020-04-08, GROAIRAS , 0 , 4 , 0 
2020-04-08, CHAVAL , 0 , 1 , 0 
2020-04-08, PIRES FERREIRA , 0 , 4 , 0 
2020-04-08, MORRINHOS , 0 , 5 , 0 
2020-04-08, IBICUITINGA , 0 , 3 , 0 
2020-04-08, TAMBORIL , 0 , 8 , 0 
2020-04-08, MISSAO VELHA , 0 , 4 , 0 
2020-04-08, MUCAMBO , 0 , 32 , 0 
2020-04-08, PARAMBU , 0 , 5 , 0 
2020-04-08, ACOPIARA , 0 , 12 , 0 
2020-04-08, POTIRETAMA , 0 , 1 , 0 
2020-04-08, CARIRIACU , 0 , 6 , 0 
2020-04-08, ARATUBA , 0 , 3 , 0 
2020-04-08, TRAIRI , 0 , 8 , 0 
2020-04-08, VARJOTA , 0 , 4 , 0 
2020-04-08, GRANJA , 0 , 9 , 0 
2020-04-08, SENADOR SA , 0 , 1 , 0 
2020-04-08, JAGUARIBARA , 0 , 6 , 0 
2020-04-08, BOA VIAGEM , 0 , 13 , 0 
2020-04-08, PACUJA , 0 , 6 , 0 
2020-04-08, ARARENDA , 0 , 4 , 0 
2020-04-08, JAGUARETAMA , 0 , 5 , 0 
2020-04-08, MILAGRES , 0 , 5 , 0 
2020-04-08, PENAFORTE , 0 , 2 , 0 
2020-04-08, MASSAPE , 0 , 45 , 0 
2020-04-08, QUITERIANOPOLIS , 0 , 9 , 0 
2020-04-08, ITAPIUNA , 0 , 4 , 0 
2020-04-08, FRECHEIRINHA , 0 , 7 , 0 
2020-04-08, VARZEA ALEGRE , 0 , 8 , 0 
2020-04-08, IPU , 0 , 4 , 0 
2020-04-08, JIJOCA DE JERICOACOARA , 0 , 9 , 0 
2020-04-08, ARARIPE , 0 , 2 , 0 
2020-04-08, APUIARES , 0 , 4 , 0 
2020-04-08, ARNEIROZ , 0 , 4 , 0 
2020-04-08, BELA CRUZ , 0 , 5 , 0 
2020-04-08, JARDIM , 0 , 4 , 0 
2020-04-08, CHORÓ , 0 , 1 , 0 
2020-04-08, SAO GONCALO DO AMARANTE , 0 , 18 , 0 
2020-04-08, ITATIRA , 0 , 8 , 0 
2020-04-08, PARAIPABA , 0 , 7 , 0 
2020-04-08, INDEPENDENCIA , 0 , 4 , 0 
2020-04-08, ARACOIABA , 0 , 25 , 0 
2020-04-08, BARBALHA , 0 , 39 , 0 
2020-04-08, OCARA , 0 , 9 , 0 
2020-04-08, QUIXERE , 0 , 15 , 0 
