data,cidade,confirmado,suspeitos,obitos
2020-04-14, POTIRETAMA , 0 , 1 , 0 
2020-04-14, QUITERIANOPOLIS , 0 , 9 , 0 
2020-04-14, QUIXADA , 9 , 40 , 0 
2020-04-14, QUIXELO , 0 , 8 , 0 
2020-04-14, QUIXERAMOBIM , 3 , 29 , 1 
2020-04-14, QUIXERE , 2 , 20 , 0 
2020-04-14, REDENCAO , 0 , 7 , 0 
2020-04-14, RERIUTABA , 0 , 3 , 0 
2020-04-14, RUSSAS , 3 , 43 , 0 
2020-04-14, SABOEIRO , 0 , 3 , 0 
2020-04-14, SALITRE , 0 , 2 , 0 
2020-04-14, SANTANA DO ACARAU , 1 , 20 , 0 
2020-04-14, SANTANA DO CARIRI , 0 , 1 , 0 
2020-04-14, SANTA QUITERIA , 1 , 9 , 1 
2020-04-14, SAO BENEDITO , 0 , 9 , 0 
2020-04-14, SAO GONCALO DO AMARANTE , 0 , 18 , 0 
2020-04-14, SAO JOAO DO JAGUARIBE , 0 , 3 , 0 
2020-04-14, SAO LUÍS DO CURU , 1 , 9 , 0 
2020-04-14, SENADOR POMPEU , 2 , 12 , 0 
2020-04-14, SENADOR SA , 1 , 2 , 0 
2020-04-14, SOBRAL , 17 , 243 , 0 
2020-04-14, SOLONOPOLE , 0 , 4 , 0 
2020-04-14, TABULEIRO DO NORTE , 1 , 5 , 0 
2020-04-14, TAMBORIL , 0 , 6 , 0 
2020-04-14, TARRAFAS , 0 , 2 , 0 
2020-04-14, TAUA , 0 , 51 , 0 
2020-04-14, TEJUCUOCA , 0 , 2 , 0 
2020-04-14, TIANGUA , 3 , 17 , 1 
2020-04-14, TRAIRI , 1 , 10 , 0 
2020-04-14, TURURU , 0 , 6 , 0 
2020-04-14, UBAJARA , 0 , 2 , 0 
2020-04-14, UMARI , 0 , 1 , 0 
2020-04-14, UMIRIM , 0 , 3 , 0 
2020-04-14, URUBURETAMA , 0 , 5 , 0 
2020-04-14, URUOCA , 0 , 7 , 0 
2020-04-14, VARJOTA , 0 , 6 , 0 
2020-04-14, VARZEA ALEGRE , 1 , 10 , 0 
2020-04-14, VICOSA DO CEARA , 0 , 10 , 0 
2020-04-14, Sem informação , 29 , 2299 , 0 
