data,cidade,confirmado,suspeitos,obitos
2020-04-12, ABAIARA , 0 , 2 , 0 
2020-04-12, ACARAPE , 0 , 6 , 0 
2020-04-12, ACARAU , 0 , 30 , 0 
2020-04-12, ACOPIARA , 0 , 13 , 0 
2020-04-12, AIUABA , 0 , 1 , 0 
2020-04-12, ALCANTARAS , 0 , 10 , 0 
2020-04-12, ALTANEIRA , 0 , 1 , 0 
2020-04-12, ALTO SANTO , 0 , 3 , 0 
2020-04-12, AMONTADA , 1 , 15 , 0 
2020-04-12, APUIARES , 0 , 4 , 0 
2020-04-12, AQUIRAZ , 29 , 70 , 0 
2020-04-12, ARACATI , 2 , 61 , 1 
2020-04-12, ARACOIABA , 0 , 25 , 0 
2020-04-12, ARARENDA , 0 , 5 , 0 
2020-04-12, ARARIPE , 0 , 3 , 0 
2020-04-12, ARATUBA , 0 , 3 , 0 
2020-04-12, ARNEIROZ , 0 , 5 , 0 
2020-04-12, ASSARE , 0 , 3 , 0 
2020-04-12, AURORA , 0 , 5 , 0 
2020-04-12, BAIXIO , 0 , 2 , 0 
2020-04-12, BANABUIU , 0 , 5 , 0 
2020-04-12, BARBALHA , 0 , 41 , 0 
2020-04-12, BARREIRA , 1 , 9 , 0 
2020-04-12, BARRO , 0 , 4 , 0 
2020-04-12, BARROQUINHA , 1 , 8 , 0 
2020-04-12, BATURITÉ , 0 , 14 , 0 
2020-04-12, BEBERIBE , 1 , 28 , 0 
2020-04-12, BELA CRUZ , 0 , 6 , 0 
2020-04-12, BOA VIAGEM , 0 , 13 , 0 
2020-04-12, BREJO SANTO , 0 , 11 , 0 
2020-04-12, CAMOCIM , 0 , 14 , 0 
2020-04-12, CAMPOS SALES , 0 , 7 , 0 
2020-04-12, CANINDE , 1 , 89 , 0 
2020-04-12, CAPISTRANO , 0 , 5 , 0 
2020-04-12, CARIDADE , 0 , 8 , 0 
2020-04-12, CARIRE , 0 , 8 , 0 
2020-04-12, CARIRIACU , 0 , 6 , 0 
2020-04-12, CARIUS , 2 , 7 , 1 
2020-04-12, CARNAUBAL , 0 , 4 , 0 
2020-04-12, CASCAVEL , 1 , 42 , 0 
2020-04-12, CATARINA , 1 , 3 , 0 
2020-04-12, CATUNDA , 0 , 1 , 0 
2020-04-12, CAUCAIA , 27 , 300 , 1 
2020-04-12, CEDRO , 0 , 6 , 0 
2020-04-12, CHAVAL , 0 , 1 , 0 
2020-04-12, CHORÓ , 0 , 1 , 0 
2020-04-12, CHOROZINHO , 0 , 6 , 0 
2020-04-12, COREAU , 0 , 17 , 0 
2020-04-12, CRATEUS , 1 , 60 , 0 
2020-04-12, CRATO , 1 , 65 , 0 
2020-04-12, CROATA , 1 , 2 , 0 
2020-04-12, CRUZ , 0 , 10 , 0 
2020-04-12, ERERE , 0 , 2 , 0 
2020-04-12, EUSEBIO , 6 , 115 , 2 
2020-04-12, FARIAS BRITO , 1 , 5 , 1 
2020-04-12, FORQUILHA , 0 , 17 , 0 
2020-04-12, FORTALEZA , 1521 , 7173 , 66 
2020-04-12, FORTIM , 1 , 3 , 0 
2020-04-12, FRECHEIRINHA , 0 , 8 , 0 
2020-04-12, GRACA , 0 , 2 , 0 
2020-04-12, GRANJA , 0 , 11 , 0 
2020-04-12, GRANJEIRO , 0 , 2 , 0 
2020-04-12, GROAIRAS , 0 , 4 , 0 
2020-04-12, GUAIÚBA , 0 , 6 , 0 
2020-04-12, GUARACIABA DO NORTE , 1 , 8 , 0 
2020-04-12, GUARAMIRANGA , 0 , 4 , 0 
2020-04-12, HIDROLANDIA , 0 , 5 , 0 
2020-04-12, HORIZONTE , 8 , 57 , 1 
2020-04-12, IBARETAMA , 0 , 7 , 0 
2020-04-12, IBIAPINA , 0 , 11 , 0 
2020-04-12, IBICUITINGA , 0 , 4 , 0 
2020-04-12, ICAPUI , 1 , 18 , 0 
2020-04-12, ICO , 3 , 17 , 0 
2020-04-12, IGUATU , 6 , 34 , 3 
