data,cidade,confirmado,suspeitos,obitos
2020-04-04, Sem informação , 5 , 49 , 0 
2020-04-04, CAMOCIM , 0 , 14 , 0 
2020-04-04, ABAIARA , 0 , 1 , 0 
2020-04-04, ITAICABA , 0 , 2 , 0 
2020-04-04, MULUNGU , 0 , 14 , 0 
2020-04-04, CAUCAIA , 7 , 167 , 0 
2020-04-04, CARIDADE , 0 , 6 , 0 
2020-04-04, SALITRE , 0 , 1 , 0 
2020-04-04, SAO LUÍS DO CURU , 0 , 6 , 0 
2020-04-04, MORADA NOVA , 0 , 14 , 0 
2020-04-04, CARNAUBAL , 0 , 2 , 0 
2020-04-04, CEDRO , 0 , 4 , 0 
2020-04-04, ITAREMA , 0 , 10 , 0 
2020-04-04, QUIXADA , 2 , 22 , 0 
2020-04-04, ITAPAJE , 1 , 1 , 0 
2020-04-04, ANTONINA DO NORTE , 0 , 1 , 0 
2020-04-04, ITAITINGA , 1 , 23 , 0 
2020-04-04, CRUZ , 0 , 9 , 0 
2020-04-04, TARRAFAS , 0 , 2 , 0 
2020-04-04, SANTA QUITERIA , 1 , 16 , 1 
2020-04-04, ACARAPE , 0 , 4 , 0 
2020-04-04, ALTANEIRA , 0 , 2 , 0 
2020-04-04, GUARACIABA DO NORTE , 0 , 7 , 0 
2020-04-04, CANINDE , 1 , 70 , 0 
2020-04-04, COREAU , 0 , 8 , 0 
2020-04-04, MARCO , 0 , 6 , 0 
2020-04-04, CAPISTRANO , 0 , 3 , 0 
2020-04-04, ERERE , 0 , 1 , 0 
2020-04-04, POTENGI , 0 , 2 , 0 
2020-04-04, FARIAS BRITO , 1 , 4 , 1 
2020-04-04, TEJUCUOCA , 0 , 4 , 0 
2020-04-04, MARANGUAPE , 1 , 55 , 0 
2020-04-04, MILHA , 0 , 1 , 0 
2020-04-04, JAGUARIBE , 1 , 14 , 1 
2020-04-04, CARIUS , 1 , 4 , 1 
2020-04-04, RUSSAS , 0 , 32 , 0 
2020-04-04, PEDRA BRANCA , 0 , 3 , 0 
2020-04-04, SABOEIRO , 0 , 1 , 0 
2020-04-04, CRATEUS , 0 , 39 , 0 
2020-04-04, MIRAIMA , 0 , 1 , 0 
2020-04-04, ACARAU , 0 , 28 , 0 
2020-04-04, PALMACIA , 0 , 1 , 0 
2020-04-04, TIANGUA , 1 , 17 , 1 
2020-04-04, IRAUCUBA , 0 , 7 , 0 
2020-04-04, URUOCA , 0 , 15 , 0 
2020-04-04, JUAZEIRO DO NORTE , 1 , 57 , 0 
2020-04-04, BARRO , 0 , 4 , 0 
2020-04-04, PIQUET CARNEIRO , 0 , 1 , 0 
2020-04-04, TABULEIRO DO NORTE , 0 , 7 , 0 
2020-04-04, UMARI , 0 , 1 , 0 
2020-04-04, GROAIRAS , 0 , 3 , 0 
2020-04-04, CHAVAL , 0 , 1 , 0 
2020-04-04, PIRES FERREIRA , 0 , 4 , 0 
2020-04-04, QUIXERAMOBIM , 0 , 8 , 0 
2020-04-04, MORRINHOS , 0 , 5 , 0 
2020-04-04, SENADOR POMPEU , 0 , 6 , 0 
2020-04-04, IBICUITINGA , 0 , 2 , 0 
2020-04-04, ICAPUI , 0 , 11 , 0 
2020-04-04, TAMBORIL , 0 , 4 , 0 
2020-04-04, MISSAO VELHA , 0 , 4 , 0 
2020-04-04, MOMBACA , 0 , 5 , 0 
2020-04-04, MUCAMBO , 0 , 32 , 0 
2020-04-04, PARAMBU , 0 , 3 , 0 
2020-04-04, ACOPIARA , 0 , 11 , 0 
2020-04-04, CARIRIACU , 0 , 6 , 0 
2020-04-04, ARATUBA , 0 , 2 , 0 
2020-04-04, TRAIRI , 0 , 6 , 0 
2020-04-04, MARACANAU , 14 , 90 , 1 
