data,cidade,confirmado,suspeitos,obitos
2020-04-01, JUAZEIRO DO NORTE , 1 , 51 , 0 
2020-04-01, BARRO , 0 , 3 , 0 
2020-04-01, PIQUET CARNEIRO , 0 , 1 , 0 
2020-04-01, TABULEIRO DO NORTE , 0 , 7 , 0 
2020-04-01, UMARI , 0 , 1 , 0 
2020-04-01, GROAIRAS , 0 , 3 , 0 
2020-04-01, CHAVAL , 0 , 1 , 0 
2020-04-01, PIRES FERREIRA , 0 , 4 , 0 
2020-04-01, QUIXERAMOBIM , 0 , 7 , 0 
2020-04-01, MORRINHOS , 0 , 5 , 0 
2020-04-01, SENADOR POMPEU , 0 , 4 , 0 
2020-04-01, IBICUITINGA , 0 , 2 , 0 
2020-04-01, ICAPUI , 0 , 10 , 0 
2020-04-01, TAMBORIL , 0 , 4 , 0 
2020-04-01, MISSAO VELHA , 0 , 4 , 0 
2020-04-01, MOMBACA , 0 , 5 , 0 
2020-04-01, MUCAMBO , 0 , 31 , 0 
2020-04-01, PARAMBU , 0 , 2 , 0 
2020-04-01, ACOPIARA , 0 , 10 , 0 
2020-04-01, CARIRIACU , 0 , 4 , 0 
2020-04-01, ARATUBA , 0 , 2 , 0 
2020-04-01, TRAIRI , 0 , 6 , 0 
2020-04-01, MARACANAU , 5 , 79 , 0 
2020-04-01, VARJOTA , 0 , 3 , 0 
2020-04-01, LAVRAS DA MANGABEIRA , 0 , 5 , 0 
2020-04-01, AMONTADA , 0 , 14 , 0 
2020-04-01, CASCAVEL , 0 , 23 , 0 
2020-04-01, PINDORETAMA , 0 , 23 , 0 
2020-04-01, GRANJA , 0 , 6 , 0 
2020-04-01, SENADOR SA , 0 , 1 , 0 
2020-04-01, IPUEIRAS , 0 , 7 , 0 
2020-04-01, JAGUARIBARA , 0 , 4 , 0 
2020-04-01, BOA VIAGEM , 0 , 8 , 0 
2020-04-01, PACUJA , 0 , 4 , 0 
2020-04-01, ARARENDA , 0 , 1 , 0 
2020-04-01, PACATUBA , 1 , 18 , 0 
2020-04-01, JAGUARETAMA , 0 , 5 , 0 
2020-04-01, MILAGRES , 0 , 3 , 0 
2020-04-01, PENAFORTE , 0 , 2 , 0 
2020-04-01, MASSAPE , 0 , 30 , 0 
2020-04-01, QUITERIANOPOLIS , 0 , 6 , 0 
2020-04-01, ITAPIUNA , 0 , 2 , 0 
2020-04-01, FRECHEIRINHA , 0 , 3 , 0 
2020-04-01, VARZEA ALEGRE , 0 , 2 , 0 
2020-04-01, IPU , 0 , 4 , 0 
2020-04-01, JIJOCA DE JERICOACOARA , 0 , 5 , 0 
2020-04-01, APUIARES , 0 , 3 , 0 
2020-04-01, ARNEIROZ , 0 , 1 , 0 
2020-04-01, BELA CRUZ , 0 , 3 , 0 
2020-04-01, EUSEBIO , 0 , 58 , 1 
2020-04-01, JARDIM , 0 , 3 , 0 
2020-04-01, AQUIRAZ , 13 , 39 , 0 
2020-04-01, CHORÓ , 0 , 1 , 0 
2020-04-01, SAO GONCALO DO AMARANTE , 0 , 8 , 0 
2020-04-01, ITATIRA , 0 , 4 , 0 
2020-04-01, PARAIPABA , 0 , 5 , 0 
2020-04-01, INDEPENDENCIA , 0 , 1 , 0 
2020-04-01, ARACOIABA , 0 , 13 , 0 
2020-04-01, MAURITI , 1 , 4 , 0 
2020-04-01, BARBALHA , 0 , 31 , 0 
2020-04-01, OCARA , 0 , 4 , 0 
2020-04-01, SOBRAL , 5 , 310 , 0 
2020-04-01, QUIXERE , 0 , 11 , 0 
2020-04-01, PACOTI , 0 , 6 , 0 
2020-04-01, JAGUARUANA , 0 , 10 , 0 
2020-04-01, BEBERIBE , 1 , 19 , 0 
2020-04-01, UBAJARA , 0 , 4 , 0 
2020-04-01, MONSENHOR TABOSA , 0 , 1 , 0 
2020-04-01, NOVA OLINDA , 0 , 2 , 0 
2020-04-01, ALTO SANTO , 0 , 1 , 0 
2020-04-01, ITAPIPOCA , 1 , 40 , 0 
2020-04-01, PARAMOTI , 0 , 5 , 0 
2020-04-01, LIMOEIRO DO NORTE , 0 , 9 , 0 
2020-04-01, REDENCAO , 0 , 7 , 0 
2020-04-01, CATUNDA , 0 , 1 , 0 
2020-04-01, BARROQUINHA , 0 , 6 , 0 
2020-04-01, NOVO ORIENTE , 0 , 1 , 0 
2020-04-01, SOLONOPOLE , 0 , 2 , 0 
2020-04-01, HIDROLANDIA , 0 , 4 , 0 
2020-04-01, HORIZONTE , 0 , 25 , 0 
2020-04-01, BARREIRA , 0 , 5 , 0 
2020-04-01, FORTIM , 1 , 3 , 0 
2020-04-01, SANTANA DO ACARAU , 0 , 22 , 0 
2020-04-01, GUARAMIRANGA , 0 , 3 , 0 
2020-04-01, CHOROZINHO , 0 , 3 , 0 
2020-04-01, SANTANA DO CARIRI , 0 , 1 , 0 
2020-04-01, BANABUIU , 0 , 3 , 0 
2020-04-01, FORQUILHA , 0 , 9 , 0 
2020-04-01, PARACURU , 0 , 1 , 0 
2020-04-01, ICO , 2 , 14 , 0 
2020-04-01, MARTINOPOLE , 0 , 1 , 0 
2020-04-01, PACAJUS , 0 , 38 , 0 
2020-04-01, ALCANTARAS , 0 , 1 , 0 
2020-04-01, IGUATU , 0 , 20 , 0 
2020-04-01, PENTECOSTE , 0 , 4 , 0 
2020-04-01, AURORA , 0 , 4 , 0 
2020-04-01, VICOSA DO CEARA , 0 , 5 , 0 
2020-04-01, ASSARE , 0 , 2 , 0 
2020-04-01, TAUA , 0 , 28 , 0 
2020-04-01, PEREIRO , 0 , 2 , 0 
2020-04-01, BREJO SANTO , 0 , 11 , 0 
2020-04-01, JUCAS , 0 , 3 , 0 
2020-04-01, GRACA , 0 , 1 , 0 
2020-04-01, CATARINA , 0 , 2 , 0 
2020-04-01, CRATO , 0 , 38 , 0 
2020-04-01, MADALENA , 0 , 8 , 0 
2020-04-01, IBARETAMA , 0 , 4 , 0 
2020-04-01, CARIRE , 0 , 8 , 0 
2020-04-01, QUIXELO , 0 , 4 , 0 
2020-04-01, RERIUTABA , 0 , 2 , 0 
2020-04-01, FORTALEZA , 489 , 3321 , 15 
2020-04-01, NOVA RUSSAS , 0 , 1 , 0 
2020-04-01, PORANGA , 0 , 2 , 0 
2020-04-01, BAIXIO , 0 , 1 , 0 
2020-04-01, CAMPOS SALES , 0 , 3 , 0 
2020-04-01, MERUOCA , 0 , 11 , 0 
2020-04-01, IPAPORANGA , 0 , 3 , 0 
2020-04-01, MORAUJO , 0 , 7 , 0 
2020-04-01, ARACATI , 0 , 30 , 0 
2020-04-01, SAO JOAO DO JAGUARIBE , 0 , 1 , 0 
2020-04-01, PALHANO , 0 , 1 , 0 
2020-04-01, GUAIÚBA , 0 , 5 , 0 
2020-04-01, SAO BENEDITO , 0 , 6 , 0 
2020-04-01, URUBURETAMA , 0 , 5 , 0 
2020-04-01, IBIAPINA , 0 , 8 , 0 
2020-04-01, BATURITÉ , 0 , 6 , 0 
2020-04-01, TURURU , 0 , 6 , 0 
