data,cidade,confirmado,suspeitos,obitos
2020-04-01, Sem informação , 1 , 49 , 0 
2020-04-01, CAMOCIM , 0 , 12 , 0 
2020-04-01, ABAIARA , 0 , 1 , 0 
2020-04-01, ITAICABA , 0 , 2 , 0 
2020-04-01, MULUNGU , 0 , 14 , 0 
2020-04-01, CAUCAIA , 1 , 150 , 0 
2020-04-01, CARIDADE , 0 , 5 , 0 
2020-04-01, SAO LUÍS DO CURU , 0 , 6 , 0 
2020-04-01, MORADA NOVA , 0 , 14 , 0 
2020-04-01, CARNAUBAL , 0 , 1 , 0 
2020-04-01, CEDRO , 0 , 4 , 0 
2020-04-01, ITAREMA , 0 , 9 , 0 
2020-04-01, QUIXADA , 2 , 18 , 0 
2020-04-01, ITAPAJE , 0 , 1 , 0 
2020-04-01, ANTONINA DO NORTE , 0 , 1 , 0 
2020-04-01, ITAITINGA , 0 , 19 , 0 
2020-04-01, CRUZ , 0 , 7 , 0 
2020-04-01, TARRAFAS , 0 , 2 , 0 
2020-04-01, SANTA QUITERIA , 1 , 15 , 1 
2020-04-01, ACARAPE , 0 , 4 , 0 
2020-04-01, ALTANEIRA , 0 , 2 , 0 
2020-04-01, GUARACIABA DO NORTE , 0 , 6 , 0 
2020-04-01, CANINDE , 0 , 53 , 0 
2020-04-01, COREAU , 0 , 4 , 0 
2020-04-01, MARCO , 0 , 5 , 0 
2020-04-01, CAPISTRANO , 0 , 3 , 0 
2020-04-01, ERERE , 0 , 1 , 0 
2020-04-01, POTENGI , 0 , 2 , 0 
2020-04-01, FARIAS BRITO , 0 , 3 , 1 
2020-04-01, TEJUCUOCA , 0 , 4 , 0 
2020-04-01, MARANGUAPE , 0 , 53 , 0 
2020-04-01, MILHA , 0 , 1 , 0 
2020-04-01, JAGUARIBE , 0 , 9 , 1 
2020-04-01, CARIUS , 0 , 4 , 0 
2020-04-01, RUSSAS , 0 , 25 , 0 
2020-04-01, PEDRA BRANCA , 0 , 3 , 0 
2020-04-01, SABOEIRO , 0 , 1 , 0 
2020-04-01, CRATEUS , 0 , 34 , 0 
2020-04-01, MIRAIMA , 0 , 1 , 0 
2020-04-01, ACARAU , 0 , 24 , 0 
2020-04-01, PALMACIA , 0 , 1 , 0 
2020-04-01, TIANGUA , 1 , 12 , 1 
2020-04-01, IRAUCUBA , 0 , 7 , 0 
2020-04-01, URUOCA , 0 , 13 , 0 
