data,cidade,confirmado,suspeitos,obitos
2020-04-05, CRUZ , 0 , 9 , 0 
2020-04-05, TARRAFAS , 0 , 2 , 0 
2020-04-05, ACARAPE , 0 , 4 , 0 
2020-04-05, ALTANEIRA , 0 , 2 , 0 
2020-04-05, GUARACIABA DO NORTE , 0 , 7 , 0 
2020-04-05, COREAU , 0 , 8 , 0 
2020-04-05, MARCO , 0 , 6 , 0 
2020-04-05, CAPISTRANO , 0 , 3 , 0 
2020-04-05, ERERE , 0 , 1 , 0 
2020-04-05, POTENGI , 0 , 2 , 0 
2020-04-05, TEJUCUOCA , 0 , 4 , 0 
2020-04-05, MILHA , 0 , 1 , 0 
2020-04-05, RUSSAS , 0 , 32 , 0 
2020-04-05, SABOEIRO , 0 , 1 , 0 
2020-04-05, CRATEUS , 0 , 40 , 0 
2020-04-05, MIRAIMA , 0 , 1 , 0 
2020-04-05, ACARAU , 0 , 31 , 0 
2020-04-05, PALMACIA , 0 , 1 , 0 
2020-04-05, IRAUCUBA , 0 , 7 , 0 
2020-04-05, URUOCA , 0 , 15 , 0 
2020-04-05, BARRO , 0 , 4 , 0 
2020-04-05, PIQUET CARNEIRO , 0 , 1 , 0 
2020-04-05, TABULEIRO DO NORTE , 0 , 7 , 0 
2020-04-05, UMARI , 0 , 1 , 0 
2020-04-05, GROAIRAS , 0 , 3 , 0 
2020-04-05, CHAVAL , 0 , 1 , 0 
2020-04-05, PIRES FERREIRA , 0 , 4 , 0 
2020-04-05, MORRINHOS , 0 , 5 , 0 
2020-04-05, SENADOR POMPEU , 0 , 6 , 0 
2020-04-05, IBICUITINGA , 0 , 2 , 0 
2020-04-05, ICAPUI , 0 , 11 , 0 
2020-04-05, TAMBORIL , 0 , 5 , 0 
2020-04-05, MISSAO VELHA , 0 , 4 , 0 
2020-04-05, MOMBACA , 0 , 5 , 0 
2020-04-05, MUCAMBO , 0 , 32 , 0 
2020-04-05, PARAMBU , 0 , 3 , 0 
2020-04-05, ACOPIARA , 0 , 11 , 0 
2020-04-05, CARIRIACU , 0 , 6 , 0 
2020-04-05, ARATUBA , 0 , 2 , 0 
2020-04-05, TRAIRI , 0 , 6 , 0 
2020-04-05, VARJOTA , 0 , 3 , 0 
2020-04-05, LAVRAS DA MANGABEIRA , 0 , 5 , 0 
2020-04-05, AMONTADA , 0 , 14 , 0 
2020-04-05, CASCAVEL , 0 , 28 , 0 
2020-04-05, GRANJA , 0 , 8 , 0 
2020-04-05, SENADOR SA , 0 , 1 , 0 
2020-04-05, JAGUARIBARA , 0 , 5 , 0 
2020-04-05, BOA VIAGEM , 0 , 9 , 0 
2020-04-05, PACUJA , 0 , 5 , 0 
2020-04-05, ARARENDA , 0 , 4 , 0 
2020-04-05, JAGUARETAMA , 0 , 5 , 0 
2020-04-05, MILAGRES , 0 , 3 , 0 
2020-04-05, CROATA , 0 , 1 , 0 
2020-04-05, PENAFORTE , 0 , 2 , 0 
2020-04-05, MASSAPE , 0 , 34 , 0 
2020-04-05, QUITERIANOPOLIS , 0 , 8 , 0 
2020-04-05, ITAPIUNA , 0 , 2 , 0 
2020-04-05, FRECHEIRINHA , 0 , 5 , 0 
2020-04-05, VARZEA ALEGRE , 0 , 4 , 0 
2020-04-05, IPU , 0 , 4 , 0 
2020-04-05, JIJOCA DE JERICOACOARA , 0 , 7 , 0 
2020-04-05, ARARIPE , 0 , 2 , 0 
2020-04-05, APUIARES , 0 , 4 , 0 
2020-04-05, ARNEIROZ , 0 , 2 , 0 
2020-04-05, BELA CRUZ , 0 , 4 , 0 
2020-04-05, JARDIM , 0 , 3 , 0 
2020-04-05, CHORÓ , 0 , 1 , 0 
2020-04-05, SAO GONCALO DO AMARANTE , 0 , 12 , 0 
2020-04-05, ITATIRA , 0 , 5 , 0 
2020-04-05, PARAIPABA , 0 , 7 , 0 
2020-04-05, INDEPENDENCIA , 0 , 2 , 0 
2020-04-05, ARACOIABA , 0 , 17 , 0 
2020-04-05, BARBALHA , 0 , 36 , 0 
2020-04-05, OCARA , 0 , 6 , 0 
2020-04-05, QUIXERE , 0 , 12 , 0 
2020-04-05, PACOTI , 0 , 8 , 0 
2020-04-05, JAGUARUANA , 0 , 12 , 0 
2020-04-05, UBAJARA , 0 , 5 , 0 
2020-04-05, MONSENHOR TABOSA , 0 , 2 , 0 
2020-04-05, NOVA OLINDA , 0 , 2 , 0 
2020-04-05, ALTO SANTO , 0 , 1 , 0 
2020-04-05, PARAMOTI , 0 , 5 , 0 
2020-04-05, REDENCAO , 0 , 11 , 0 
2020-04-05, CATUNDA , 0 , 1 , 0 
2020-04-05, BARROQUINHA , 0 , 7 , 0 
2020-04-05, SOLONOPOLE , 0 , 2 , 0 
2020-04-05, HIDROLANDIA , 0 , 4 , 0 
2020-04-05, BARREIRA , 0 , 7 , 0 
2020-04-05, SANTANA DO ACARAU , 0 , 24 , 0 
2020-04-05, GUARAMIRANGA , 0 , 4 , 0 
2020-04-05, CHOROZINHO , 0 , 3 , 0 
2020-04-05, SANTANA DO CARIRI , 0 , 1 , 0 
2020-04-05, BANABUIU , 0 , 4 , 0 
2020-04-05, FORQUILHA , 0 , 12 , 0 
2020-04-05, PARACURU , 0 , 3 , 0 
2020-04-05, MARTINOPOLE , 0 , 3 , 0 
2020-04-05, UMIRIM , 0 , 1 , 0 
2020-04-05, PACAJUS , 0 , 50 , 0 
2020-04-05, ALCANTARAS , 0 , 4 , 0 
2020-04-05, PENTECOSTE , 0 , 6 , 0 
2020-04-05, AURORA , 0 , 4 , 0 
2020-04-05, VICOSA DO CEARA , 0 , 5 , 0 
2020-04-05, ASSARE , 0 , 2 , 0 
2020-04-05, TAUA , 0 , 46 , 0 
2020-04-05, PEREIRO , 0 , 4 , 0 
2020-04-05, BREJO SANTO , 0 , 11 , 0 
2020-04-05, JUCAS , 0 , 4 , 0 
2020-04-05, GRACA , 0 , 1 , 0 
2020-04-05, CATARINA , 0 , 3 , 0 
2020-04-05, CRATO , 0 , 41 , 0 
2020-04-05, MADALENA , 0 , 8 , 0 
2020-04-05, IBARETAMA , 0 , 7 , 0 
2020-04-05, CARIRE , 0 , 8 , 0 
2020-04-05, QUIXELO , 0 , 6 , 0 
2020-04-05, RERIUTABA , 0 , 2 , 0 
2020-04-05, NOVA RUSSAS , 0 , 1 , 0 
2020-04-05, PORANGA , 0 , 2 , 0 
2020-04-05, BAIXIO , 0 , 2 , 0 
2020-04-05, CAMPOS SALES , 0 , 3 , 0 
2020-04-05, MERUOCA , 0 , 11 , 0 
2020-04-05, MORAUJO , 0 , 8 , 0 
2020-04-05, ARACATI , 0 , 37 , 1 
2020-04-05, SAO JOAO DO JAGUARIBE , 0 , 2 , 0 
2020-04-05, PALHANO , 0 , 1 , 0 
2020-04-05, GUAIÚBA , 0 , 6 , 0 
2020-04-05, SAO BENEDITO , 0 , 6 , 0 
2020-04-05, URUBURETAMA , 0 , 6 , 0 
2020-04-05, IBIAPINA , 0 , 8 , 0 
2020-04-05, BATURITÉ , 0 , 7 , 0 
2020-04-05, TURURU , 0 , 6 , 0 
